SH_Temp,MHW,Mean_Shell.g,SD_Shell.g,SE_Shell.g,Mean_Tissue_mg,SD_Tissue.g,SE_Tissue.g,Mean_CI,SD_CI,SE_CI
15˚C,15˚C,2.299947111111111,0.5572426649281977,0.05873853435317111,0.10611888888888889,0.04010596608492922,0.004227540019661412,4.597519471355556,1.4116281564751205,0.14879867278953157
15˚C,18˚C,2.286583908045977,0.5789197668781262,0.06206671387354131,0.09626666666666667,0.03553187127029749,0.003809416457512886,4.170076636712643,1.080076397192739,0.11579634440127802
15˚C,21˚C,2.3817384444444443,0.5611107024763545,0.0591462613107454,0.10476266666666667,0.04240694083533067,0.0044700840546549455,4.4050032232,1.5280855529947226,0.16107436023537516
15˚C,24˚C,2.257045882352941,0.49669078206545725,0.05387367937388301,0.08765764705882353,0.034399454510038896,0.0037311447077873873,3.8528899748,1.220046670151734,0.13233264135807132
21˚C,15˚C,2.3008197752808988,0.5325954556653704,0.05645500539063139,0.09788685393258427,0.036691938413434086,0.0038893376931564056,4.224545053808988,1.2509641623558625,0.1326019360061146
21˚C,18˚C,2.2872208791208792,0.5277921300656334,0.0553276486888966,0.09087142857142858,0.03857787012643471,0.004044059628656898,3.9978825983296704,1.4758981221528276,0.15471616219991627
21˚C,21˚C,2.2551919540229886,0.47206881574085635,0.05061108946618054,0.0890919540229885,0.035001429267796466,0.0037525471055243047,4.0070396744597705,1.5525770264569172,0.16645372913656514
21˚C,24˚C,2.396456818181818,0.5220197344654404,0.055647490669898714,0.09230909090909091,0.034942766460308874,0.0037249114203923247,3.7851535356931816,0.9865755088841145,0.10516930261649705
