Species,Bag_Color,Tank,MHW,SH_Tide,SH_Temp,Rep,Well_Plate,Slot,Weigh_Boat_g,B_S_T_g,B_S_g,Shell_g,Tissue_g,Shell.mg,Tissue.mg,CI,Notes
Ostrea lurida,Yellow,11,24˚C,No Tide,15˚C,7,5,D7,0.019,0.0328,0.0321,0.0131,0.0007,13.1,0.7,5.344,
Ostrea lurida,Yellow,11,24˚C,No Tide,15˚C,4,5,D4,0.0137,0.0267,0.0261,0.0124,0.0006,12.4,0.6,4.839,
Ostrea lurida,Yellow,11,24˚C,No Tide,15˚C,5,5,D5,0.0163,0.0451,0.0439,0.0276,0.0012,27.6,1.2,4.348,
Ostrea lurida,Yellow,11,24˚C,No Tide,21˚C,10,5,E8,0.0218,0.0273,0.0267,0.0049,0.0006,4.9,0.6,12.245,
Ostrea lurida,Yellow,11,24˚C,No Tide,21˚C,7,5,E5,0.0154,0.0231,0.0223,0.0069,0.0008,6.9,0.8,11.594,
Ostrea lurida,Yellow,11,24˚C,No Tide,21˚C,6,5,E4,0.0162,0.0264,0.0256,0.0094,0.0008,9.4,0.8,8.511,
Ostrea lurida,Yellow,11,24˚C,No Tide,21˚C,2,5,D12,0.0126,0.0431,0.0411,0.0285,0.002,28.5,2,7.018,
Ostrea lurida,Yellow,11,24˚C,No Tide,21˚C,4,5,E2,0.0141,0.0222,0.0217,0.0076,0.0005,7.6,0.5,6.579,
Ostrea lurida,Yellow,11,24˚C,No Tide,21˚C,1,5,D11,0.0096,0.0248,0.0239,0.0143,0.0009,14.3,0.9,6.294,
Ostrea lurida,Yellow,11,24˚C,No Tide,21˚C,8,5,E6,0.0165,0.0233,0.0229,0.0064,0.0004,6.4,0.4,6.250,
Ostrea lurida,Yellow,11,24˚C,No Tide,21˚C,9,5,E7,0.0149,0.0204,0.0201,0.0052,0.0003,5.2,0.3,5.769,
Ostrea lurida,Yellow,11,24˚C,No Tide,21˚C,3,5,E1,0.0217,0.0295,0.0291,0.0074,0.0004,7.4,0.4,5.405,
Ostrea lurida,Yellow,11,24˚C,No Tide,21˚C,5,5,E3,0.0218,0.0338,0.0332,0.0114,0.0006,11.4,0.6,5.263,
Ostrea lurida,Yellow,11,24˚C,Tide,15˚C,8,5,B12,0.0129,0.0316,0.0316,0.0187,0,18.7,0,NA,*DEAD*
Ostrea lurida,Yellow,11,24˚C,Tide,15˚C,2,5,B6,0.0146,0.0236,0.0229,0.0083,0.0007,8.3,0.7,8.434,
Ostrea lurida,Yellow,11,24˚C,Tide,15˚C,7,5,B11,0.0201,0.0357,0.0347,0.0146,0.001,14.6,1,6.849,
Ostrea lurida,Yellow,11,24˚C,Tide,15˚C,9,5,C1,0.0106,0.0303,0.0291,0.0185,0.0012,18.5,1.2,6.486,
Ostrea lurida,Yellow,11,24˚C,Tide,15˚C,5,5,B9,0.0226,0.0374,0.0365,0.0139,0.0009,13.9,0.9,6.475,
Ostrea lurida,Yellow,11,24˚C,Tide,15˚C,10,5,C2,0.0136,0.0296,0.0287,0.0151,0.0009,15.1,0.9,5.960,
Ostrea lurida,Yellow,11,24˚C,Tide,15˚C,1,5,B5,0.0171,0.0423,0.0409,0.0238,0.0014,23.8,1.4,5.882,
Ostrea lurida,Yellow,11,24˚C,Tide,15˚C,3,5,B7,0.0202,0.035,0.0342,0.014,0.0008,14,0.8,5.714,
Ostrea lurida,Yellow,11,24˚C,Tide,15˚C,4,5,B8,0.021,0.0388,0.0379,0.0169,0.0009,16.9,0.9,5.325,
Ostrea lurida,Yellow,11,24˚C,Tide,15˚C,6,5,B10,0.0147,0.0275,0.027,0.0123,0.0005,12.3,0.5,4.065,
Ostrea lurida,Yellow,11,24˚C,Tide,21˚C,10,5,C12,0.0173,0.0246,0.0229,0.0056,0.0017,5.6,1.7,30.357,
Ostrea lurida,Yellow,11,24˚C,Tide,21˚C,9,5,C11,0.0151,0.027,0.0252,0.0101,0.0018,10.1,1.8,17.822,
Ostrea lurida,Yellow,11,24˚C,Tide,21˚C,4,5,C6,0.0192,0.0403,0.0373,0.0181,0.003,18.1,3,16.575,
Ostrea lurida,Yellow,11,24˚C,Tide,21˚C,8,5,C10,0.0184,0.0264,0.0253,0.0069,0.0011,6.9,1.1,15.942,
Ostrea lurida,Yellow,11,24˚C,Tide,21˚C,3,5,C5,0.015,0.0235,0.0227,0.0077,0.0008,7.7,0.8,10.390,
Ostrea lurida,Yellow,11,24˚C,Tide,21˚C,1,5,C3,0.0129,0.0254,0.0245,0.0116,0.0009,11.6,0.9,7.759,
Ostrea lurida,Yellow,11,24˚C,Tide,21˚C,2,5,C4,0.0153,0.0391,0.0377,0.0224,0.0014,22.4,1.4,6.250,
Ostrea lurida,Yellow,11,24˚C,Tide,21˚C,7,5,C9,0.0134,0.021,0.0206,0.0072,0.0004,7.2,0.4,5.556,
Ostrea lurida,Yellow,11,24˚C,Tide,21˚C,5,5,C7,0.014,0.0342,0.0333,0.0193,0.0009,19.3,0.9,4.663,
Ostrea lurida,Yellow,11,24˚C,Tide,21˚C,6,5,C8,0.0221,0.061,0.0593,0.0372,0.0017,37.2,1.7,4.570,
Ostrea lurida,Yellow,10,18˚C,No Tide,15˚C,1,4,H9,0.019,0.0253,0.0246,0.0056,0.0007,5.6,0.7,12.500,
Ostrea lurida,Yellow,10,18˚C,No Tide,15˚C,4,4,H12,0.0144,0.031,0.0295,0.0151,0.0015,15.1,1.5,9.934,
Ostrea lurida,Yellow,10,18˚C,No Tide,15˚C,9,5,A5,0.0174,0.0253,0.0246,0.0072,0.0007,7.2,0.7,9.722,
Ostrea lurida,Yellow,10,18˚C,No Tide,15˚C,2,4,H10,0.0154,0.0288,0.0277,0.0123,0.0011,12.3,1.1,8.943,
Ostrea lurida,Yellow,10,18˚C,No Tide,15˚C,5,5,A1,0.0178,0.0291,0.0284,0.0106,0.0007,10.6,0.7,6.604,
Ostrea lurida,Yellow,10,18˚C,No Tide,15˚C,3,4,H11,0.0179,0.0333,0.0324,0.0145,0.0009,14.5,0.9,6.207,
Ostrea lurida,Yellow,10,18˚C,No Tide,15˚C,10,5,A6,0.0228,0.0527,0.051,0.0282,0.0017,28.2,1.7,6.028,
Ostrea lurida,Yellow,10,18˚C,No Tide,15˚C,7,5,A3,0.0185,0.0433,0.0421,0.0236,0.0012,23.6,1.2,5.085,
Ostrea lurida,Yellow,10,18˚C,No Tide,15˚C,8,5,A4,0.0196,0.0543,0.0527,0.0331,0.0016,33.1,1.6,4.834,
Ostrea lurida,Yellow,10,18˚C,No Tide,15˚C,6,5,A2,0.0229,0.0297,0.0294,0.0065,0.0003,6.5,0.3,4.615,
Ostrea lurida,Yellow,10,18˚C,No Tide,21˚C,9,5,B3,0.0186,0.0245,0.0239,0.0053,0.0006,5.3,0.6,11.321,
Ostrea lurida,Yellow,10,18˚C,No Tide,21˚C,3,5,A9,0.0187,0.0427,0.0403,0.0216,0.0024,21.6,2.4,11.111,
Ostrea lurida,Yellow,10,18˚C,No Tide,21˚C,10,5,B4,0.0198,0.0447,0.0423,0.0225,0.0024,22.5,2.4,10.667,
Ostrea lurida,Yellow,10,18˚C,No Tide,21˚C,5,5,A11,0.018,0.0426,0.0406,0.0226,0.002,22.6,2,8.850,
Ostrea lurida,Yellow,10,18˚C,No Tide,21˚C,8,5,B2,0.0174,0.0249,0.0243,0.0069,0.0006,6.9,0.6,8.696,
Ostrea lurida,Yellow,10,18˚C,No Tide,21˚C,4,5,A10,0.0189,0.0304,0.0295,0.0106,0.0009,10.6,0.9,8.491,
Ostrea lurida,Yellow,10,18˚C,No Tide,21˚C,6,5,A12,0.0183,0.0274,0.0267,0.0084,0.0007,8.4,0.7,8.333,
Ostrea lurida,Yellow,10,18˚C,No Tide,21˚C,2,5,A8,0.0189,0.0339,0.0328,0.0139,0.0011,13.9,1.1,7.914,
Ostrea lurida,Yellow,10,18˚C,No Tide,21˚C,7,5,B1,0.0192,0.0306,0.0298,0.0106,0.0008,10.6,0.8,7.547,
Ostrea lurida,Yellow,10,18˚C,No Tide,21˚C,1,5,A7,0.0189,0.0324,0.0316,0.0127,0.0008,12.7,0.8,6.299,
Ostrea lurida,Yellow,10,18˚C,Tide,15˚C,1,4,G1,0.0226,0.0489,0.0423,0.0197,0.0066,19.7,6.6,33.503,
Ostrea lurida,Yellow,10,18˚C,Tide,15˚C,2,4,G2,0.0201,0.0336,0.032,0.0119,0.0016,11.9,1.6,13.445,
Ostrea lurida,Yellow,10,18˚C,Tide,15˚C,10,4,G10,0.0185,0.0285,0.0275,0.009,0.001,9,1,11.111,
Ostrea lurida,Yellow,10,18˚C,Tide,15˚C,3,4,G3,0.0168,0.0295,0.0285,0.0117,0.001,11.7,1,8.547,
Ostrea lurida,Yellow,10,18˚C,Tide,15˚C,7,4,G7,0.0225,0.0344,0.0335,0.011,0.0009,11,0.9,8.182,
Ostrea lurida,Yellow,10,18˚C,Tide,15˚C,9,4,G9,0.0183,0.0305,0.0297,0.0114,0.0008,11.4,0.8,7.018,
Ostrea lurida,Yellow,10,18˚C,Tide,15˚C,6,4,G6,0.019,0.0297,0.029,0.01,0.0007,10,0.7,7.000,
Ostrea lurida,Yellow,10,18˚C,Tide,15˚C,4,4,G4,0.0223,0.03,0.0295,0.0072,0.0005,7.2,0.5,6.944,
Ostrea lurida,Yellow,10,18˚C,Tide,15˚C,8,4,G8,0.0241,0.0404,0.0394,0.0153,0.001,15.3,1,6.536,
Ostrea lurida,Yellow,10,18˚C,Tide,15˚C,5,4,G5,0.0191,0.0329,0.0328,0.0137,0.0001,13.7,0.1,0.730,
Ostrea lurida,Yellow,10,18˚C,Tide,21˚C,10,4,H8,0.0123,0.0289,0.0276,0.0153,0.0013,15.3,1.3,8.497,
Ostrea lurida,Yellow,10,18˚C,Tide,21˚C,2,4,G12,0.0187,0.0336,0.0325,0.0138,0.0011,13.8,1.1,7.971,
Ostrea lurida,Yellow,10,18˚C,Tide,21˚C,4,4,H2,0.018,0.0288,0.0281,0.0101,0.0007,10.1,0.7,6.931,
Ostrea lurida,Yellow,10,18˚C,Tide,21˚C,6,4,H4,0.0165,0.0371,0.0358,0.0193,0.0013,19.3,1.3,6.736,
Ostrea lurida,Yellow,10,18˚C,Tide,21˚C,8,4,H6,0.0194,0.0291,0.0285,0.0091,0.0006,9.1,0.6,6.593,
Ostrea lurida,Yellow,10,18˚C,Tide,21˚C,3,4,H1,0.0186,0.0349,0.0341,0.0155,0.0008,15.5,0.8,5.161,
Ostrea lurida,Yellow,10,18˚C,Tide,21˚C,5,4,H3,0.0267,0.0517,0.0505,0.0238,0.0012,23.8,1.2,5.042,
Ostrea lurida,Yellow,10,18˚C,Tide,21˚C,1,4,G11,0.0207,0.0454,0.0443,0.0236,0.0011,23.6,1.1,4.661,
Ostrea lurida,Yellow,10,18˚C,Tide,21˚C,7,4,H5,0.0187,0.0481,0.0468,0.0281,0.0013,28.1,1.3,4.626,
Ostrea lurida,Yellow,10,18˚C,Tide,21˚C,9,4,H7,0.0152,0.0293,0.0288,0.0136,0.0005,13.6,0.5,3.676,
Ostrea lurida,Yellow,9,18˚C,No Tide,15˚C,9,4,F1,0.0166,0.0265,0.025,0.0084,0.0015,8.4,1.5,17.857,
Ostrea lurida,Yellow,9,18˚C,No Tide,15˚C,6,4,E10,0.0137,0.0278,0.0263,0.0126,0.0015,12.6,1.5,11.905,
Ostrea lurida,Yellow,9,18˚C,No Tide,15˚C,7,4,E11,0.0185,0.0272,0.0263,0.0078,0.0009,7.8,0.9,11.538,
Ostrea lurida,Yellow,9,18˚C,No Tide,15˚C,4,4,E8,0.0136,0.0198,0.0193,0.0057,0.0005,5.7,0.5,8.772,
Ostrea lurida,Yellow,9,18˚C,No Tide,15˚C,3,4,E7,0.014,0.029,0.0279,0.0139,0.0011,13.9,1.1,7.914,
Ostrea lurida,Yellow,9,18˚C,No Tide,15˚C,8,4,E12,0.0204,0.0297,0.0291,0.0087,0.0006,8.7,0.6,6.897,
Ostrea lurida,Yellow,9,18˚C,No Tide,15˚C,5,4,E9,0.0156,0.0265,0.0259,0.0103,0.0006,10.3,0.6,5.825,
Ostrea lurida,Yellow,9,18˚C,No Tide,15˚C,1,4,E5,0.015,0.0285,0.0279,0.0129,0.0006,12.9,0.6,4.651,
Ostrea lurida,Yellow,9,18˚C,No Tide,15˚C,2,4,E6,0.0154,0.0223,0.022,0.0066,0.0003,6.6,0.3,4.545,
Ostrea lurida,Yellow,9,18˚C,No Tide,15˚C,10,4,F2,0.0208,0.0407,0.0401,0.0193,0.0006,19.3,0.6,3.109,
Ostrea lurida,Yellow,9,18˚C,No Tide,21˚C,9,4,F11,0.016,0.027,0.0263,0.0103,0.0007,10.3,0.7,6.796,
Ostrea lurida,Yellow,9,18˚C,No Tide,21˚C,1,4,F3,0.0183,0.041,0.0397,0.0214,0.0013,21.4,1.3,6.075,
Ostrea lurida,Yellow,9,18˚C,No Tide,21˚C,2,4,F4,0.0211,0.0286,0.0282,0.0071,0.0004,7.1,0.4,5.634,
Ostrea lurida,Yellow,9,18˚C,No Tide,21˚C,10,4,F12,0.0225,0.0379,0.0371,0.0146,0.0008,14.6,0.8,5.479,
Ostrea lurida,Yellow,9,18˚C,No Tide,21˚C,3,4,F5,0.0179,0.0276,0.0271,0.0092,0.0005,9.2,0.5,5.435,
Ostrea lurida,Yellow,9,18˚C,No Tide,21˚C,6,4,F8,0.0231,0.0329,0.0324,0.0093,0.0005,9.3,0.5,5.376,
Ostrea lurida,Yellow,9,18˚C,No Tide,21˚C,4,4,F6,0.0174,0.0257,0.0253,0.0079,0.0004,7.9,0.4,5.063,
Ostrea lurida,Yellow,9,18˚C,No Tide,21˚C,7,4,F9,0.0223,0.042,0.0411,0.0188,0.0009,18.8,0.9,4.787,
Ostrea lurida,Yellow,9,18˚C,No Tide,21˚C,8,4,F10,0.0159,0.0336,0.0328,0.0169,0.0008,16.9,0.8,4.734,
Ostrea lurida,Yellow,9,18˚C,No Tide,21˚C,5,4,F7,0.0137,0.0273,0.0267,0.013,0.0006,13,0.6,4.615,
Ostrea lurida,Yellow,9,18˚C,Tide,15˚C,3,4,C11,0.0158,0.0232,0.0217,0.0059,0.0015,5.9,1.5,25.424,
Ostrea lurida,Yellow,9,18˚C,Tide,15˚C,2,4,C10,0.0137,0.0217,0.0199,0.0062,0.0018,6.2,1.8,29.032,
Ostrea lurida,Yellow,9,18˚C,Tide,15˚C,4,4,C12,0.0164,0.0283,0.0261,0.0097,0.0022,9.7,2.2,22.680,
Ostrea lurida,Yellow,9,18˚C,Tide,15˚C,8,4,D4,0.0135,0.0307,0.0276,0.0141,0.0031,14.1,3.1,21.986,
Ostrea lurida,Yellow,9,18˚C,Tide,15˚C,9,4,D5,0.0251,0.0308,0.0299,0.0048,0.0009,4.8,0.9,18.750,
Ostrea lurida,Yellow,9,18˚C,Tide,15˚C,5,4,D1,0.016,0.0283,0.0276,0.0116,0.0007,11.6,0.7,6.034,
Ostrea lurida,Yellow,9,18˚C,Tide,15˚C,7,4,D3,0.0123,0.0414,0.0399,0.0276,0.0015,27.6,1.5,5.435,
Ostrea lurida,Yellow,9,18˚C,Tide,15˚C,1,4,C9,0.0123,0.0322,0.0312,0.0189,0.001,18.9,1,5.291,
Ostrea lurida,Yellow,9,18˚C,Tide,15˚C,6,4,D2,0.0203,0.0409,0.0399,0.0196,0.001,19.6,1,5.102,
Ostrea lurida,Yellow,9,18˚C,Tide,15˚C,10,4,D6,0.0138,0.0292,0.0291,0.0153,0.0001,15.3,0.1,0.654,
Ostrea lurida,Yellow,9,18˚C,Tide,21˚C,9,4,E3,0.0133,0.0212,0.0205,0.0072,0.0007,7.2,0.7,9.722,
Ostrea lurida,Yellow,9,18˚C,Tide,21˚C,10,4,E4,0.0221,0.0266,0.0263,0.0042,0.0003,4.2,0.3,7.143,
Ostrea lurida,Yellow,9,18˚C,Tide,21˚C,8,4,E2,0.0168,0.0247,0.0241,0.0073,0.0006,7.3,0.6,8.219,
Ostrea lurida,Yellow,9,18˚C,Tide,21˚C,6,4,D12,0.0129,0.0326,0.0289,0.016,0.0037,16,3.7,23.125,
Ostrea lurida,Yellow,9,18˚C,Tide,21˚C,5,4,D11,0.0138,0.0287,0.0275,0.0137,0.0012,13.7,1.2,8.759,
Ostrea lurida,Yellow,9,18˚C,Tide,21˚C,7,4,E1,0.0174,0.0314,0.0305,0.0131,0.0009,13.1,0.9,6.870,
Ostrea lurida,Yellow,9,18˚C,Tide,21˚C,4,4,D10,0.0195,0.0302,0.0296,0.0101,0.0006,10.1,0.6,5.941,
Ostrea lurida,Yellow,9,18˚C,Tide,21˚C,1,4,D7,0.0111,0.033,0.0319,0.0208,0.0011,20.8,1.1,5.288,
Ostrea lurida,Yellow,9,18˚C,Tide,21˚C,2,4,D8,0.0157,0.0283,0.0278,0.0121,0.0005,12.1,0.5,4.132,
Ostrea lurida,Yellow,9,18˚C,Tide,21˚C,3,4,D9,0.0159,0.024,0.0238,0.0079,0.0002,7.9,0.2,2.532,
Ostrea lurida,Yellow,8,18˚C,No Tide,15˚C,6,4,B6,0.0178,0.0322,0.029,0.0112,0.0032,11.2,3.2,28.571,
Ostrea lurida,Yellow,8,18˚C,No Tide,15˚C,5,4,B5,0.0148,0.0364,0.0327,0.0179,0.0037,17.9,3.7,20.670,
Ostrea lurida,Yellow,8,18˚C,No Tide,15˚C,10,4,B10,0.0166,0.0383,0.0363,0.0197,0.002,19.7,2,10.152,
Ostrea lurida,Yellow,8,18˚C,No Tide,15˚C,4,4,B4,0.0213,0.0335,0.0327,0.0114,0.0008,11.4,0.8,7.018,
Ostrea lurida,Yellow,8,18˚C,No Tide,15˚C,1,4,B1,0.016,0.03,0.0291,0.0131,0.0009,13.1,0.9,6.870,
Ostrea lurida,Yellow,8,18˚C,No Tide,15˚C,3,4,B3,0.016,0.0373,0.036,0.02,0.0013,20,1.3,6.500,
Ostrea lurida,Yellow,8,18˚C,No Tide,15˚C,8,4,B8,0.0187,0.0404,0.0391,0.0204,0.0013,20.4,1.3,6.373,
Ostrea lurida,Yellow,8,18˚C,No Tide,15˚C,2,4,B2,0.0136,0.0275,0.0267,0.0131,0.0008,13.1,0.8,6.107,
Ostrea lurida,Yellow,8,18˚C,No Tide,15˚C,7,4,B7,0.0153,0.0416,0.0403,0.025,0.0013,25,1.3,5.200,
Ostrea lurida,Yellow,8,18˚C,No Tide,15˚C,9,4,B9,0.0159,0.0343,0.0334,0.0175,0.0009,17.5,0.9,5.143,
Ostrea lurida,Yellow,8,18˚C,No Tide,21˚C,10,4,C8,0.0224,0.0317,0.0298,0.0074,0.0019,7.4,1.9,25.676,
Ostrea lurida,Yellow,8,18˚C,No Tide,21˚C,4,4,C2,0.0128,0.019,0.0182,0.0054,0.0008,5.4,0.8,14.815,
Ostrea lurida,Yellow,8,18˚C,No Tide,21˚C,3,4,C1,0.0131,0.0323,0.0275,0.0144,0.0048,14.4,4.8,33.333,
Ostrea lurida,Yellow,8,18˚C,No Tide,21˚C,1,4,B11,0.0131,0.0407,0.0371,0.024,0.0036,24,3.6,15.000,
Ostrea lurida,Yellow,8,18˚C,No Tide,21˚C,6,4,C4,0.0134,0.032,0.0296,0.0162,0.0024,16.2,2.4,14.815,
Ostrea lurida,Yellow,8,18˚C,No Tide,21˚C,5,4,C3,0.0181,0.0329,0.0316,0.0135,0.0013,13.5,1.3,9.630,
Ostrea lurida,Yellow,8,18˚C,No Tide,21˚C,9,4,C7,0.0129,0.0159,0.0157,0.0028,0.0002,2.8,0.2,7.143,
Ostrea lurida,Yellow,8,18˚C,No Tide,21˚C,8,4,C6,0.0139,0.0276,0.0268,0.0129,0.0008,12.9,0.8,6.202,
Ostrea lurida,Yellow,8,18˚C,No Tide,21˚C,7,4,C5,0.0184,0.0332,0.0324,0.014,0.0008,14,0.8,5.714,
Ostrea lurida,Yellow,8,18˚C,Tide,21˚C,10,4,A2,0.0169,0.0399,0.035,0.0181,0.0049,18.1,4.9,27.072,
Ostrea lurida,Yellow,8,18˚C,Tide,15˚C,9,4,A1,0.0136,0.022,0.0216,0.008,0.0004,8,0.4,5.000,
Ostrea lurida,Yellow,8,18˚C,Tide,15˚C,5,3,H9,0.0115,0.0325,0.0314,0.0199,0.0011,19.9,1.1,5.528,
Ostrea lurida,Yellow,8,18˚C,Tide,15˚C,6,3,H10,0.0254,0.0374,0.0364,0.011,0.001,11,1,9.091,
Ostrea lurida,Yellow,8,18˚C,Tide,15˚C,2,3,H6,0.0146,0.0237,0.023,0.0084,0.0007,8.4,0.7,8.333,
Ostrea lurida,Yellow,8,18˚C,Tide,15˚C,4,3,H8,0.0127,0.0267,0.0257,0.013,0.001,13,1,7.692,
Ostrea lurida,Yellow,8,18˚C,Tide,15˚C,1,3,H5,0.0175,0.0333,0.0322,0.0147,0.0011,14.7,1.1,7.483,
Ostrea lurida,Yellow,8,18˚C,Tide,15˚C,7,3,H11,0.0148,0.0349,0.0336,0.0188,0.0013,18.8,1.3,6.915,
Ostrea lurida,Yellow,8,18˚C,Tide,15˚C,8,3,H12,0.0148,0.023,0.0225,0.0077,0.0005,7.7,0.5,6.494,
Ostrea lurida,Yellow,8,18˚C,Tide,15˚C,3,3,H7,0.0141,0.0329,0.0319,0.0178,0.001,17.8,1,5.618,
Ostrea lurida,Yellow,8,18˚C,Tide,15˚C,1,4,A3,0.0179,0.0306,0.0271,0.0092,0.0035,9.2,3.5,38.043,
Ostrea lurida,Yellow,8,18˚C,Tide,21˚C,9,4,A11,0.0255,0.0428,0.0405,0.015,0.0023,15,2.3,15.333,
Ostrea lurida,Yellow,8,18˚C,Tide,21˚C,8,4,A10,0.0132,0.0388,0.0367,0.0235,0.0021,23.5,2.1,8.936,
Ostrea lurida,Yellow,8,18˚C,Tide,21˚C,10,4,A12,0.014,0.02,0.0196,0.0056,0.0004,5.6,0.4,7.143,
Ostrea lurida,Yellow,8,18˚C,Tide,21˚C,4,4,A6,0.0273,0.0401,0.0393,0.012,0.0008,12,0.8,6.667,
Ostrea lurida,Yellow,8,18˚C,Tide,21˚C,6,4,A8,0.0197,0.0359,0.0349,0.0152,0.001,15.2,1,6.579,
Ostrea lurida,Yellow,8,18˚C,Tide,21˚C,7,4,A9,0.0131,0.0253,0.0246,0.0115,0.0007,11.5,0.7,6.087,
Ostrea lurida,Yellow,8,18˚C,Tide,21˚C,3,4,A5,0.0143,0.042,0.0408,0.0265,0.0012,26.5,1.2,4.528,
Ostrea lurida,Yellow,8,18˚C,Tide,21˚C,5,4,A7,0.015,0.0197,0.0195,0.0045,0.0002,4.5,0.2,4.444,
Ostrea lurida,Yellow,8,18˚C,Tide,21˚C,2,4,A4,0.0133,0.0274,0.0268,0.0135,0.0006,13.5,0.6,4.444,
Ostrea lurida,Yellow,8,18˚C,No Tide,21˚C,2,4,B12,0.0188,0.05,0.0467,0.0279,0.0033,27.9,3.3,11.828,
Ostrea lurida,Yellow,7,18˚C,No Tide,15˚C,2,3,F10,0.0348,0.0444,0.0436,0.0088,0.0008,8.8,0.8,9.091,
Ostrea lurida,Yellow,7,18˚C,No Tide,15˚C,5,3,G1,0.0206,0.0322,0.0313,0.0107,0.0009,10.7,0.9,8.411,
Ostrea lurida,Yellow,7,18˚C,No Tide,15˚C,9,3,G5,0.0201,0.0293,0.0287,0.0086,0.0006,8.6,0.6,6.977,
Ostrea lurida,Yellow,7,18˚C,No Tide,15˚C,1,3,F9,0.0186,0.0341,0.0331,0.0145,0.001,14.5,1,6.897,
Ostrea lurida,Yellow,7,18˚C,No Tide,15˚C,3,3,F11,0.019,0.0268,0.0263,0.0073,0.0005,7.3,0.5,6.849,
Ostrea lurida,Yellow,7,18˚C,No Tide,15˚C,7,3,G3,0.0162,0.031,0.0301,0.0139,0.0009,13.9,0.9,6.475,
Ostrea lurida,Yellow,7,18˚C,No Tide,15˚C,4,3,F12,0.0278,0.0565,0.055,0.0272,0.0015,27.2,1.5,5.515,
Ostrea lurida,Yellow,7,18˚C,No Tide,15˚C,6,3,G2,0.0161,0.0485,0.0469,0.0308,0.0016,30.8,1.6,5.195,
Ostrea lurida,Yellow,7,18˚C,No Tide,15˚C,8,3,G4,0.0152,0.0297,0.029,0.0138,0.0007,13.8,0.7,5.072,
Ostrea lurida,Yellow,7,18˚C,No Tide,15˚C,10,3,G6,0.0181,0.0319,0.0313,0.0132,0.0006,13.2,0.6,4.545,
Ostrea lurida,Yellow,7,18˚C,No Tide,21˚C,7,3,H1,0.0208,0.0264,0.0258,0.005,0.0006,5,0.6,12.000,
Ostrea lurida,Yellow,7,18˚C,No Tide,21˚C,5,3,G11,0.0197,0.0283,0.0277,0.008,0.0006,8,0.6,7.500,
Ostrea lurida,Yellow,7,18˚C,No Tide,21˚C,9,3,H3,0.015,0.0298,0.0289,0.0139,0.0009,13.9,0.9,6.475,
Ostrea lurida,Yellow,7,18˚C,No Tide,21˚C,4,3,G10,0.021,0.0296,0.0291,0.0081,0.0005,8.1,0.5,6.173,
Ostrea lurida,Yellow,7,18˚C,No Tide,21˚C,8,3,H2,0.0266,0.0461,0.045,0.0184,0.0011,18.4,1.1,5.978,
Ostrea lurida,Yellow,7,18˚C,No Tide,21˚C,1,3,G7,0.0186,0.0313,0.0306,0.012,0.0007,12,0.7,5.833,
Ostrea lurida,Yellow,7,18˚C,No Tide,21˚C,10,3,H4,0.0153,0.0362,0.0351,0.0198,0.0011,19.8,1.1,5.556,
Ostrea lurida,Yellow,7,18˚C,No Tide,21˚C,2,3,G8,0.0142,0.0303,0.0295,0.0153,0.0008,15.3,0.8,5.229,
Ostrea lurida,Yellow,7,18˚C,No Tide,21˚C,3,3,G9,0.0148,0.0431,0.0418,0.027,0.0013,27,1.3,4.815,
Ostrea lurida,Yellow,7,18˚C,No Tide,21˚C,6,3,G12,0.0178,0.0688,0.0666,0.0488,0.0022,48.8,2.2,4.508,
Ostrea lurida,Yellow,7,18˚C,Tide,15˚C,6,3,E6,0.0288,0.0459,0.0448,0.016,0.0011,16,1.1,6.875,
Ostrea lurida,Yellow,7,18˚C,Tide,15˚C,1,3,E1,0.0258,0.0575,0.0557,0.0299,0.0018,29.9,1.8,6.020,
Ostrea lurida,Yellow,7,18˚C,Tide,15˚C,4,3,E4,0.0167,0.0293,0.0286,0.0119,0.0007,11.9,0.7,5.882,
Ostrea lurida,Yellow,7,18˚C,Tide,15˚C,9,3,E9,0.024,0.0368,0.0361,0.0121,0.0007,12.1,0.7,5.785,
Ostrea lurida,Yellow,7,18˚C,Tide,15˚C,7,3,E7,0.0183,0.0257,0.0253,0.007,0.0004,7,0.4,5.714,
Ostrea lurida,Yellow,7,18˚C,Tide,15˚C,2,3,E2,0.026,0.0393,0.0386,0.0126,0.0007,12.6,0.7,5.556,
Ostrea lurida,Yellow,7,18˚C,Tide,15˚C,10,3,E10,0.0253,0.0428,0.042,0.0167,0.0008,16.7,0.8,4.790,
Ostrea lurida,Yellow,7,18˚C,Tide,15˚C,8,3,E8,0.0248,0.0324,0.0321,0.0073,0.0003,7.3,0.3,4.110,
Ostrea lurida,Yellow,7,18˚C,Tide,15˚C,5,3,E5,0.0141,0.0276,0.0271,0.013,0.0005,13,0.5,3.846,
Ostrea lurida,Yellow,7,18˚C,Tide,15˚C,3,3,E3,0.0186,0.0402,0.0394,0.0208,0.0008,20.8,0.8,3.846,
Ostrea lurida,Yellow,7,18˚C,Tide,21˚C,10,3,F8,0.0188,0.0188,0.0188,0,0,0,0,NA,empty
Ostrea lurida,Yellow,7,18˚C,Tide,21˚C,9,3,F7,0.0154,0.024,0.0235,0.0081,0.0005,8.1,0.5,6.173,
Ostrea lurida,Yellow,7,18˚C,Tide,21˚C,8,3,F6,0.0297,0.0514,0.0503,0.0206,0.0011,20.6,1.1,5.340,
