Species,Bag_Color,Tank,MHW,SH_Tide,SH_Temp,Rep,Well_Plate,Slot,Weigh_Boat_g,B_S_T_g,B_S_g,Shell_g,Tissue_g,Shell.mg,Tissue.mg,CI,Notes
Ostrea lurida,Yellow,16,21˚C,Tide,15˚C,8,5,C8,0.0172,0.0268,0.0259,0.0087,0.0009,8.7,0.9,10.345,
Ostrea lurida,Yellow,16,21˚C,Tide,15˚C,2,5,C2,0.02,0.0327,0.0316,0.0116,0.0011,11.6,1.1,9.483,
Ostrea lurida,Yellow,16,21˚C,Tide,15˚C,7,5,C7,0.0173,0.0282,0.0273,0.01,0.0009,10,0.9,9.000,
Ostrea lurida,Yellow,16,21˚C,Tide,15˚C,6,5,C6,0.021,0.0381,0.0368,0.0158,0.0013,15.8,1.3,8.228,
Ostrea lurida,Yellow,16,21˚C,Tide,15˚C,5,5,C5,0.0194,0.0427,0.041,0.0216,0.0017,21.6,1.7,7.870,
Ostrea lurida,Yellow,16,21˚C,Tide,15˚C,9,5,C9,0.0163,0.0371,0.0357,0.0194,0.0014,19.4,1.4,7.216,
Ostrea lurida,Yellow,16,21˚C,Tide,15˚C,1,5,C1,0.0167,0.0426,0.0409,0.0242,0.0017,24.2,1.7,7.025,
Ostrea lurida,Yellow,16,21˚C,Tide,15˚C,4,5,C4,0.0193,0.0319,0.0311,0.0118,0.0008,11.8,0.8,6.780,
Ostrea lurida,Yellow,16,21˚C,Tide,15˚C,3,5,C3,0.0157,0.0254,0.0248,0.0091,0.0006,9.1,0.6,6.593,
Ostrea lurida,Yellow,16,21˚C,Tide,21˚C,2,5,C12,0.0176,0.0238,0.0232,0.0056,0.0006,5.6,0.6,10.714,
Ostrea lurida,Yellow,16,21˚C,Tide,21˚C,5,5,D3,0.0221,0.0302,0.0295,0.0074,0.0007,7.4,0.7,9.459,
Ostrea lurida,Yellow,16,21˚C,Tide,21˚C,10,5,D8,0.0173,0.029,0.028,0.0107,0.001,10.7,1,9.346,
Ostrea lurida,Yellow,16,21˚C,Tide,21˚C,7,5,D5,0.0203,0.0327,0.0317,0.0114,0.001,11.4,1,8.772,
Ostrea lurida,Yellow,16,21˚C,Tide,21˚C,6,5,D4,0.0203,0.0303,0.0295,0.0092,0.0008,9.2,0.8,8.696,
Ostrea lurida,Yellow,16,21˚C,Tide,21˚C,8,5,D6,0.0154,0.0256,0.0248,0.0094,0.0008,9.4,0.8,8.511,
Ostrea lurida,Yellow,16,21˚C,Tide,21˚C,3,5,D1,0.0187,0.0308,0.0299,0.0112,0.0009,11.2,0.9,8.036,
Ostrea lurida,Yellow,16,21˚C,Tide,21˚C,1,5,C11,0.017,0.0367,0.0354,0.0184,0.0013,18.4,1.3,7.065,
Ostrea lurida,Yellow,16,21˚C,Tide,21˚C,9,5,D7,0.0151,0.0323,0.0312,0.0161,0.0011,16.1,1.1,6.832,
Ostrea lurida,Yellow,16,21˚C,Tide,21˚C,4,5,D2,0.0209,0.0461,0.0445,0.0236,0.0016,23.6,1.6,6.780,
Ostrea lurida,Yellow,15,24˚C,No Tide,15˚C,6,5,A10,0.0191,0.0251,0.0244,0.0053,0.0007,5.3,0.7,13.208,
Ostrea lurida,Yellow,15,24˚C,No Tide,15˚C,8,5,A12,0.016,0.0247,0.0239,0.0079,0.0008,7.9,0.8,10.127,
Ostrea lurida,Yellow,15,24˚C,No Tide,15˚C,10,5,B2,0.0164,0.0313,0.0302,0.0138,0.0011,13.8,1.1,7.971,
Ostrea lurida,Yellow,15,24˚C,No Tide,15˚C,2,5,A6,0.0191,0.0263,0.0258,0.0067,0.0005,6.7,0.5,7.463,
Ostrea lurida,Yellow,15,24˚C,No Tide,15˚C,3,5,A7,0.0197,0.0316,0.0308,0.0111,0.0008,11.1,0.8,7.207,
Ostrea lurida,Yellow,15,24˚C,No Tide,15˚C,1,5,A5,0.0186,0.0309,0.0301,0.0115,0.0008,11.5,0.8,6.957,
Ostrea lurida,Yellow,15,24˚C,No Tide,15˚C,4,5,A8,0.0205,0.0298,0.0292,0.0087,0.0006,8.7,0.6,6.897,
Ostrea lurida,Yellow,15,24˚C,No Tide,15˚C,7,5,A11,0.019,0.0316,0.0308,0.0118,0.0008,11.8,0.8,6.780,
Ostrea lurida,Yellow,15,24˚C,No Tide,15˚C,5,5,A9,0.0178,0.0278,0.0272,0.0094,0.0006,9.4,0.6,6.383,
Ostrea lurida,Yellow,15,24˚C,No Tide,15˚C,9,5,B1,0.0199,0.0371,0.0362,0.0163,0.0009,16.3,0.9,5.521,
Ostrea lurida,Yellow,15,24˚C,No Tide,21˚C,4,5,B6,0.0185,0.0355,0.0342,0.0157,0.0013,15.7,1.3,8.280,
Ostrea lurida,Yellow,15,24˚C,No Tide,21˚C,3,5,B5,0.0182,0.0254,0.0249,0.0067,0.0005,6.7,0.5,7.463,
Ostrea lurida,Yellow,15,24˚C,No Tide,21˚C,9,5,B11,0.0179,0.0376,0.0363,0.0184,0.0013,18.4,1.3,7.065,
Ostrea lurida,Yellow,15,24˚C,No Tide,21˚C,10,5,B12,0.021,0.0349,0.034,0.013,0.0009,13,0.9,6.923,
Ostrea lurida,Yellow,15,24˚C,No Tide,21˚C,1,5,B3,0.0167,0.0261,0.0255,0.0088,0.0006,8.8,0.6,6.818,
Ostrea lurida,Yellow,15,24˚C,No Tide,21˚C,8,5,B10,0.0241,0.049,0.0475,0.0234,0.0015,23.4,1.5,6.410,
Ostrea lurida,Yellow,15,24˚C,No Tide,21˚C,2,5,B4,0.0151,0.0297,0.0289,0.0138,0.0008,13.8,0.8,5.797,
Ostrea lurida,Yellow,15,24˚C,No Tide,21˚C,6,5,B8,0.0255,0.0485,0.0474,0.0219,0.0011,21.9,1.1,5.023,
Ostrea lurida,Yellow,15,24˚C,No Tide,21˚C,7,5,B9,0.02,0.0415,0.0405,0.0205,0.001,20.5,1,4.878,
Ostrea lurida,Yellow,15,24˚C,No Tide,21˚C,5,5,B7,0.0195,0.0277,0.0275,0.008,0.0002,8,0.2,2.500,
Ostrea lurida,Yellow,15,24˚C,Tide,15˚C,9,5,H5,0.0192,0.0292,0.0281,0.0089,0.0011,8.9,1.1,12.360,
Ostrea lurida,Yellow,15,24˚C,Tide,15˚C,7,5,H3,0.0194,0.0273,0.0267,0.0073,0.0006,7.3,0.6,8.219,
Ostrea lurida,Yellow,15,24˚C,Tide,15˚C,6,5,H2,0.0182,0.0325,0.0315,0.0133,0.001,13.3,1,7.519,
Ostrea lurida,Yellow,15,24˚C,Tide,15˚C,3,5,G11,0.0204,0.041,0.0397,0.0193,0.0013,19.3,1.3,6.736,
Ostrea lurida,Yellow,15,24˚C,Tide,15˚C,10,5,H6,0.0172,0.0322,0.0313,0.0141,0.0009,14.1,0.9,6.383,
Ostrea lurida,Yellow,15,24˚C,Tide,15˚C,2,5,G10,0.0194,0.0314,0.0307,0.0113,0.0007,11.3,0.7,6.195,
Ostrea lurida,Yellow,15,24˚C,Tide,15˚C,4,5,G12,0.0199,0.0447,0.0433,0.0234,0.0014,23.4,1.4,5.983,
Ostrea lurida,Yellow,15,24˚C,Tide,15˚C,1,5,G9,0.0177,0.032,0.0312,0.0135,0.0008,13.5,0.8,5.926,
Ostrea lurida,Yellow,15,24˚C,Tide,15˚C,5,5,H1,0.0191,0.0391,0.0381,0.019,0.001,19,1,5.263,
Ostrea lurida,Yellow,15,24˚C,Tide,15˚C,8,5,H4,0.0195,0.0497,0.0483,0.0288,0.0014,28.8,1.4,4.861,
Ostrea lurida,Yellow,15,24˚C,Tide,21˚C,5,5,H11,0.0198,0.0268,0.0263,0.0065,0.0005,6.5,0.5,7.692,
Ostrea lurida,Yellow,15,24˚C,Tide,21˚C,1,5,H7,0.0165,0.0257,0.0251,0.0086,0.0006,8.6,0.6,6.977,
Ostrea lurida,Yellow,15,24˚C,Tide,21˚C,8,5,A2,0.019,0.0331,0.0322,0.0132,0.0009,13.2,0.9,6.818,
Ostrea lurida,Yellow,15,24˚C,Tide,21˚C,2,5,H8,0.0176,0.0335,0.0325,0.0149,0.001,14.9,1,6.711,
Ostrea lurida,Yellow,15,24˚C,Tide,21˚C,7,5,A1,0.0173,0.0401,0.0387,0.0214,0.0014,21.4,1.4,6.542,
Ostrea lurida,Yellow,15,24˚C,Tide,21˚C,6,5,H12,0.0164,0.0279,0.0272,0.0108,0.0007,10.8,0.7,6.481,
Ostrea lurida,Yellow,15,24˚C,Tide,21˚C,9,5,A3,0.0179,0.0352,0.0342,0.0163,0.001,16.3,1,6.135,
Ostrea lurida,Yellow,15,24˚C,Tide,21˚C,3,5,H9,0.018,0.0497,0.048,0.03,0.0017,30,1.7,5.667,
Ostrea lurida,Yellow,15,24˚C,Tide,21˚C,4,5,H10,0.0146,0.0259,0.0253,0.0107,0.0006,10.7,0.6,5.607,
Ostrea lurida,Yellow,15,24˚C,Tide,21˚C,10,5,A4,0.0176,0.0476,0.0464,0.0288,0.0012,28.8,1.2,4.167,
Ostrea lurida,Yellow,14,24˚C,No Tide,15˚C,4,5,F4,0.019,0.0324,0.0314,0.0124,0.001,12.4,1,8.065,
Ostrea lurida,Yellow,14,24˚C,No Tide,15˚C,3,5,F3,0.0233,0.0392,0.0381,0.0148,0.0011,14.8,1.1,7.432,
Ostrea lurida,Yellow,14,24˚C,No Tide,15˚C,9,5,F9,0.0151,0.0254,0.0247,0.0096,0.0007,9.6,0.7,7.292,
Ostrea lurida,Yellow,14,24˚C,No Tide,15˚C,1,5,F1,0.0193,0.0345,0.0335,0.0142,0.001,14.2,1,7.042,
Ostrea lurida,Yellow,14,24˚C,No Tide,15˚C,8,5,F8,0.0193,0.0342,0.0333,0.014,0.0009,14,0.9,6.429,
Ostrea lurida,Yellow,14,24˚C,No Tide,15˚C,5,5,F5,0.0272,0.0441,0.0431,0.0159,0.001,15.9,1,6.289,
Ostrea lurida,Yellow,14,24˚C,No Tide,15˚C,2,5,F2,0.0166,0.0269,0.0263,0.0097,0.0006,9.7,0.6,6.186,
Ostrea lurida,Yellow,14,24˚C,No Tide,15˚C,10,5,F10,0.0186,0.0336,0.0328,0.0142,0.0008,14.2,0.8,5.634,
Ostrea lurida,Yellow,14,24˚C,No Tide,15˚C,7,5,F7,0.0158,0.0313,0.0305,0.0147,0.0008,14.7,0.8,5.442,
Ostrea lurida,Yellow,14,24˚C,No Tide,15˚C,6,5,F6,0.0185,0.0271,0.0267,0.0082,0.0004,8.2,0.4,4.878,
Ostrea lurida,Yellow,14,24˚C,No Tide,21˚C,9,5,G7,0.0189,0.0265,0.0259,0.007,0.0006,7,0.6,8.571,
Ostrea lurida,Yellow,14,24˚C,No Tide,21˚C,5,5,G3,0.0187,0.0317,0.0307,0.012,0.001,12,1,8.333,
Ostrea lurida,Yellow,14,24˚C,No Tide,21˚C,3,5,G1,0.0238,0.0343,0.0335,0.0097,0.0008,9.7,0.8,8.247,
Ostrea lurida,Yellow,14,24˚C,No Tide,21˚C,6,5,G4,0.0184,0.0257,0.0252,0.0068,0.0005,6.8,0.5,7.353,
Ostrea lurida,Yellow,14,24˚C,No Tide,21˚C,4,5,G2,0.0195,0.0356,0.0345,0.015,0.0011,15,1.1,7.333,
Ostrea lurida,Yellow,14,24˚C,No Tide,21˚C,1,5,F11,0.0206,0.0298,0.0292,0.0086,0.0006,8.6,0.6,6.977,
Ostrea lurida,Yellow,14,24˚C,No Tide,21˚C,10,5,G8,0.0151,0.0365,0.0353,0.0202,0.0012,20.2,1.2,5.941,
Ostrea lurida,Yellow,14,24˚C,No Tide,21˚C,7,5,G5,0.0201,0.0336,0.0329,0.0128,0.0007,12.8,0.7,5.469,
Ostrea lurida,Yellow,14,24˚C,No Tide,21˚C,8,5,G6,0.0218,0.0327,0.0322,0.0104,0.0005,10.4,0.5,4.808,
Ostrea lurida,Yellow,14,24˚C,No Tide,21˚C,2,5,F12,0.0198,0.0321,0.0316,0.0118,0.0005,11.8,0.5,4.237,
Ostrea lurida,Yellow,14,24˚C,Tide,15˚C,6,5,D10,0.0183,0.0273,0.0266,0.0083,0.0007,8.3,0.7,8.434,
Ostrea lurida,Yellow,14,24˚C,Tide,15˚C,9,5,E1,0.0193,0.0367,0.0355,0.0162,0.0012,16.2,1.2,7.407,
Ostrea lurida,Yellow,14,24˚C,Tide,15˚C,2,5,D6,0.019,0.0325,0.0316,0.0126,0.0009,12.6,0.9,7.143,
Ostrea lurida,Yellow,14,24˚C,Tide,15˚C,4,5,D8,0.0163,0.0264,0.0258,0.0095,0.0006,9.5,0.6,6.316,
Ostrea lurida,Yellow,14,24˚C,Tide,15˚C,7,5,D11,0.0211,0.0602,0.0579,0.0368,0.0023,36.8,2.3,6.250,
Ostrea lurida,Yellow,14,24˚C,Tide,15˚C,1,5,D5,0.0181,0.0346,0.0337,0.0156,0.0009,15.6,0.9,5.769,
Ostrea lurida,Yellow,14,24˚C,Tide,15˚C,3,5,D7,0.0208,0.0312,0.0307,0.0099,0.0005,9.9,0.5,5.051,
Ostrea lurida,Yellow,14,24˚C,Tide,15˚C,8,5,D12,0.0194,0.0437,0.0426,0.0232,0.0011,23.2,1.1,4.741,
Ostrea lurida,Yellow,14,24˚C,Tide,15˚C,5,5,D9,0.0246,0.0472,0.0462,0.0216,0.001,21.6,1,4.630,
Ostrea lurida,Yellow,14,24˚C,Tide,15˚C,10,5,E2,0.0199,0.0323,0.0318,0.0119,0.0005,11.9,0.5,4.202,
Ostrea lurida,Yellow,14,24˚C,Tide,21˚C,9,5,E11,0.0184,0.0269,0.0261,0.0077,0.0008,7.7,0.8,10.390,
Ostrea lurida,Yellow,14,24˚C,Tide,21˚C,4,5,E6,0.0194,0.0336,0.0326,0.0132,0.001,13.2,1,7.576,
Ostrea lurida,Yellow,14,24˚C,Tide,21˚C,10,5,E12,0.0195,0.0392,0.038,0.0185,0.0012,18.5,1.2,6.486,
Ostrea lurida,Yellow,14,24˚C,Tide,21˚C,8,5,E10,0.0183,0.0303,0.0296,0.0113,0.0007,11.3,0.7,6.195,
Ostrea lurida,Yellow,14,24˚C,Tide,21˚C,3,5,E5,0.0187,0.043,0.0418,0.0231,0.0012,23.1,1.2,5.195,
Ostrea lurida,Yellow,14,24˚C,Tide,21˚C,6,5,E8,0.0201,0.0418,0.0408,0.0207,0.001,20.7,1,4.831,
Ostrea lurida,Yellow,14,24˚C,Tide,21˚C,1,5,E3,0.018,0.0269,0.0265,0.0085,0.0004,8.5,0.4,4.706,
Ostrea lurida,Yellow,14,24˚C,Tide,21˚C,7,5,E9,0.021,0.0323,0.0318,0.0108,0.0005,10.8,0.5,4.630,
Ostrea lurida,Yellow,14,24˚C,Tide,21˚C,5,5,E7,0.0208,0.0309,0.0305,0.0097,0.0004,9.7,0.4,4.124,
Ostrea lurida,Yellow,14,24˚C,Tide,21˚C,2,5,E4,0.0191,0.0313,0.0309,0.0118,0.0004,11.8,0.4,3.390,
Ostrea lurida,Yellow,13,24˚C,No Tide,15˚C,6,5,C2,0.0203,0.0324,0.0313,0.011,0.0011,11,1.1,10.000,
Ostrea lurida,Yellow,13,24˚C,No Tide,15˚C,5,5,C1,0.0176,0.0387,0.0372,0.0196,0.0015,19.6,1.5,7.653,
Ostrea lurida,Yellow,13,24˚C,No Tide,15˚C,4,5,B12,0.0155,0.0306,0.0296,0.0141,0.001,14.1,1,7.092,
Ostrea lurida,Yellow,13,24˚C,No Tide,15˚C,2,5,B10,0.0193,0.0271,0.0266,0.0073,0.0005,7.3,0.5,6.849,
Ostrea lurida,Yellow,13,24˚C,No Tide,15˚C,3,5,B11,0.0167,0.0362,0.035,0.0183,0.0012,18.3,1.2,6.557,
Ostrea lurida,Yellow,13,24˚C,No Tide,15˚C,7,5,C3,0.0198,0.0396,0.0384,0.0186,0.0012,18.6,1.2,6.452,
Ostrea lurida,Yellow,13,24˚C,No Tide,15˚C,9,5,C5,0.017,0.0323,0.0314,0.0144,0.0009,14.4,0.9,6.250,
Ostrea lurida,Yellow,13,24˚C,No Tide,15˚C,8,5,C4,0.019,0.0378,0.0367,0.0177,0.0011,17.7,1.1,6.215,
Ostrea lurida,Yellow,13,24˚C,No Tide,15˚C,10,5,C6,0.0217,0.0553,0.0536,0.0319,0.0017,31.9,1.7,5.329,
Ostrea lurida,Yellow,13,24˚C,No Tide,15˚C,1,5,B9,0.0163,0.0248,0.0245,0.0082,0.0003,8.2,0.3,3.659,
Ostrea lurida,Yellow,13,24˚C,No Tide,21˚C,4,5,C10,0.0191,0.0268,0.0262,0.0071,0.0006,7.1,0.6,8.451,
Ostrea lurida,Yellow,13,24˚C,No Tide,21˚C,6,5,C12,0.0183,0.0452,0.0432,0.0249,0.002,24.9,2,8.032,
Ostrea lurida,Yellow,13,24˚C,No Tide,21˚C,8,5,D2,0.017,0.0324,0.0313,0.0143,0.0011,14.3,1.1,7.692,
Ostrea lurida,Yellow,13,24˚C,No Tide,21˚C,3,5,C9,0.02,0.0318,0.031,0.011,0.0008,11,0.8,7.273,
Ostrea lurida,Yellow,13,24˚C,No Tide,21˚C,9,5,D3,0.0181,0.0296,0.0289,0.0108,0.0007,10.8,0.7,6.481,
Ostrea lurida,Yellow,13,24˚C,No Tide,21˚C,5,5,C11,0.0209,0.0277,0.0273,0.0064,0.0004,6.4,0.4,6.250,
Ostrea lurida,Yellow,13,24˚C,No Tide,21˚C,10,5,D4,0.0261,0.0457,0.0446,0.0185,0.0011,18.5,1.1,5.946,
Ostrea lurida,Yellow,13,24˚C,No Tide,21˚C,7,5,D1,0.0185,0.0289,0.0284,0.0099,0.0005,9.9,0.5,5.051,
Ostrea lurida,Yellow,13,24˚C,No Tide,21˚C,2,5,C8,0.0251,0.0428,0.042,0.0169,0.0008,16.9,0.8,4.734,
Ostrea lurida,Yellow,13,24˚C,No Tide,21˚C,1,5,C7,0.0226,0.0388,0.0381,0.0155,0.0007,15.5,0.7,4.516,
Ostrea lurida,Yellow,13,24˚C,Tide,15˚C,1,5,A1,0.0159,0.0221,0.0215,0.0056,0.0006,5.6,0.6,10.714,
Ostrea lurida,Yellow,13,24˚C,Tide,15˚C,6,5,A6,0.0209,0.0348,0.0339,0.013,0.0009,13,0.9,6.923,
Ostrea lurida,Yellow,13,24˚C,Tide,15˚C,3,5,A3,0.0162,0.0338,0.0328,0.0166,0.001,16.6,1,6.024,
Ostrea lurida,Yellow,13,24˚C,Tide,15˚C,7,5,A7,0.0222,0.0384,0.0375,0.0153,0.0009,15.3,0.9,5.882,
Ostrea lurida,Yellow,13,24˚C,Tide,15˚C,4,5,A4,0.0148,0.0239,0.0234,0.0086,0.0005,8.6,0.5,5.814,
Ostrea lurida,Yellow,13,24˚C,Tide,15˚C,9,5,A9,0.0178,0.0306,0.0299,0.0121,0.0007,12.1,0.7,5.785,
Ostrea lurida,Yellow,13,24˚C,Tide,15˚C,2,5,A2,0.0195,0.037,0.0361,0.0166,0.0009,16.6,0.9,5.422,
Ostrea lurida,Yellow,13,24˚C,Tide,15˚C,8,5,A8,0.0263,0.0483,0.0472,0.0209,0.0011,20.9,1.1,5.263,
Ostrea lurida,Yellow,13,24˚C,Tide,15˚C,5,5,A5,0.02,0.0336,0.033,0.013,0.0006,13,0.6,4.615,
Ostrea lurida,Yellow,13,24˚C,Tide,15˚C,10,5,A10,0.0146,0.0223,0.022,0.0074,0.0003,7.4,0.3,4.054,
Ostrea lurida,Yellow,13,24˚C,Tide,21˚C,1,5,A11,0.0219,0.0309,0.03,0.0081,0.0009,8.1,0.9,11.111,
Ostrea lurida,Yellow,13,24˚C,Tide,21˚C,2,5,A12,0.0208,0.0293,0.0286,0.0078,0.0007,7.8,0.7,8.974,
Ostrea lurida,Yellow,13,24˚C,Tide,21˚C,3,5,B1,0.0227,0.0364,0.0355,0.0128,0.0009,12.8,0.9,7.031,
Ostrea lurida,Yellow,13,24˚C,Tide,21˚C,5,5,B3,0.0189,0.0373,0.0362,0.0173,0.0011,17.3,1.1,6.358,
Ostrea lurida,Yellow,13,24˚C,Tide,21˚C,6,5,B4,0.0188,0.0277,0.0272,0.0084,0.0005,8.4,0.5,5.952,
Ostrea lurida,Yellow,13,24˚C,Tide,21˚C,9,5,B7,0.0186,0.0305,0.0299,0.0113,0.0006,11.3,0.6,5.310,
Ostrea lurida,Yellow,13,24˚C,Tide,21˚C,8,5,B6,0.0181,0.0322,0.0315,0.0134,0.0007,13.4,0.7,5.224,
Ostrea lurida,Yellow,13,24˚C,Tide,21˚C,10,5,B8,0.0187,0.0308,0.0302,0.0115,0.0006,11.5,0.6,5.217,
Ostrea lurida,Yellow,13,24˚C,Tide,21˚C,4,5,B2,0.0195,0.0325,0.0319,0.0124,0.0006,12.4,0.6,4.839,
Ostrea lurida,Yellow,13,24˚C,Tide,21˚C,7,5,B5,0.018,0.0426,0.0417,0.0237,0.0009,23.7,0.9,3.797,
Ostrea lurida,Yellow,12,24˚C,No Tide,15˚C,1,5,G5,0.0139,0.0447,0.0394,0.0255,0.0053,25.5,5.3,20.784,
Ostrea lurida,Yellow,12,24˚C,No Tide,15˚C,7,5,G11,0.0161,0.0601,0.0555,0.0394,0.0046,39.4,4.6,11.675,
Ostrea lurida,Yellow,12,24˚C,No Tide,15˚C,10,5,H2,0.0167,0.0354,0.0338,0.0171,0.0016,17.1,1.6,9.357,
Ostrea lurida,Yellow,12,24˚C,No Tide,15˚C,2,5,G6,0.0146,0.0422,0.0401,0.0255,0.0021,25.5,2.1,8.235,
Ostrea lurida,Yellow,12,24˚C,No Tide,15˚C,3,5,G7,0.016,0.0298,0.0288,0.0128,0.001,12.8,1,7.812,
Ostrea lurida,Yellow,12,24˚C,No Tide,15˚C,5,5,G9,0.0176,0.0374,0.036,0.0184,0.0014,18.4,1.4,7.609,
Ostrea lurida,Yellow,12,24˚C,No Tide,15˚C,6,5,G10,0.0172,0.0429,0.0415,0.0243,0.0014,24.3,1.4,5.761,
Ostrea lurida,Yellow,12,24˚C,No Tide,15˚C,9,5,H1,0.0205,0.0471,0.0457,0.0252,0.0014,25.2,1.4,5.556,
Ostrea lurida,Yellow,12,24˚C,No Tide,15˚C,8,5,G12,0.0195,0.0393,0.0383,0.0188,0.001,18.8,1,5.319,
Ostrea lurida,Yellow,12,24˚C,No Tide,15˚C,4,5,G8,0.0152,0.0303,0.0298,0.0146,0.0005,14.6,0.5,3.425,
Ostrea lurida,Yellow,12,24˚C,No Tide,21˚C,10,5,H12,0.0131,0.0187,0.0131,0,0.0056,0,5.6,NA,*DEAD*
Ostrea lurida,Yellow,12,24˚C,No Tide,21˚C,1,5,H3,0.0166,0.0407,0.0366,0.02,0.0041,20,4.1,20.500,
Ostrea lurida,Yellow,12,24˚C,No Tide,21˚C,3,5,H5,0.0126,0.0189,0.0184,0.0058,0.0005,5.8,0.5,8.621,
Ostrea lurida,Yellow,12,24˚C,No Tide,21˚C,4,5,H6,0.0178,0.0311,0.0301,0.0123,0.001,12.3,1,8.130,
Ostrea lurida,Yellow,12,24˚C,No Tide,21˚C,9,5,H11,0.0155,0.0278,0.0271,0.0116,0.0007,11.6,0.7,6.034,
Ostrea lurida,Yellow,12,24˚C,No Tide,21˚C,7,5,H9,0.0183,0.0313,0.0307,0.0124,0.0006,12.4,0.6,4.839,
Ostrea lurida,Yellow,12,24˚C,No Tide,21˚C,6,5,H8,0.0245,0.0355,0.035,0.0105,0.0005,10.5,0.5,4.762,
Ostrea lurida,Yellow,12,24˚C,No Tide,21˚C,8,5,H10,0.0166,0.037,0.0361,0.0195,0.0009,19.5,0.9,4.615,
Ostrea lurida,Yellow,12,24˚C,No Tide,21˚C,5,5,H7,0.0174,0.0255,0.0252,0.0078,0.0003,7.8,0.3,3.846,
Ostrea lurida,Yellow,12,24˚C,No Tide,21˚C,2,5,H4,0.0108,0.0286,0.0283,0.0175,0.0003,17.5,0.3,1.714,
Ostrea lurida,Yellow,12,24˚C,Tide,15˚C,8,5,F4,0.0176,0.0319,0.0306,0.013,0.0013,13,1.3,10.000,
Ostrea lurida,Yellow,12,24˚C,Tide,15˚C,9,5,F5,0.0162,0.0402,0.0382,0.022,0.002,22,2,9.091,
Ostrea lurida,Yellow,12,24˚C,Tide,15˚C,6,5,F2,0.0156,0.0279,0.027,0.0114,0.0009,11.4,0.9,7.895,
Ostrea lurida,Yellow,12,24˚C,Tide,15˚C,7,5,F3,0.0167,0.0299,0.029,0.0123,0.0009,12.3,0.9,7.317,
Ostrea lurida,Yellow,12,24˚C,Tide,15˚C,4,5,E12,0.0156,0.0316,0.0306,0.015,0.001,15,1,6.667,
Ostrea lurida,Yellow,12,24˚C,Tide,15˚C,5,5,F1,0.0165,0.0369,0.0357,0.0192,0.0012,19.2,1.2,6.250,
Ostrea lurida,Yellow,12,24˚C,Tide,15˚C,3,5,E11,0.0158,0.028,0.0273,0.0115,0.0007,11.5,0.7,6.087,
Ostrea lurida,Yellow,12,24˚C,Tide,15˚C,10,5,F6,0.0142,0.0312,0.0303,0.0161,0.0009,16.1,0.9,5.590,
Ostrea lurida,Yellow,12,24˚C,Tide,15˚C,1,5,E9,0.013,0.027,0.0263,0.0133,0.0007,13.3,0.7,5.263,
Ostrea lurida,Yellow,12,24˚C,Tide,15˚C,2,5,E10,0.0352,0.0458,0.0454,0.0102,0.0004,10.2,0.4,3.922,
Ostrea lurida,Yellow,12,24˚C,Tide,21˚C,10,5,G4,0.0157,0.0415,0.0408,0.0251,0.0007,25.1,0.7,2.789,
Ostrea lurida,Yellow,12,24˚C,Tide,21˚C,9,5,G3,0.0172,0.0267,0.024,0.0068,0.0027,6.8,2.7,39.706,
Ostrea lurida,Yellow,12,24˚C,Tide,21˚C,6,5,F12,0.013,0.0451,0.0391,0.0261,0.006,26.1,6,22.989,
Ostrea lurida,Yellow,12,24˚C,Tide,21˚C,5,5,F11,0.019,0.029,0.0283,0.0093,0.0007,9.3,0.7,7.527,
Ostrea lurida,Yellow,12,24˚C,Tide,21˚C,7,5,G1,0.0146,0.0247,0.0241,0.0095,0.0006,9.5,0.6,6.316,
Ostrea lurida,Yellow,12,24˚C,Tide,21˚C,8,5,G2,0.0129,0.0306,0.0296,0.0167,0.001,16.7,1,5.988,
Ostrea lurida,Yellow,12,24˚C,Tide,21˚C,3,5,F9,0.0169,0.0277,0.0271,0.0102,0.0006,10.2,0.6,5.882,
Ostrea lurida,Yellow,12,24˚C,Tide,21˚C,2,5,F8,0.0145,0.0244,0.0239,0.0094,0.0005,9.4,0.5,5.319,
Ostrea lurida,Yellow,12,24˚C,Tide,21˚C,4,5,F10,0.0169,0.023,0.0227,0.0058,0.0003,5.8,0.3,5.172,
Ostrea lurida,Yellow,12,24˚C,Tide,21˚C,1,5,F7,0.0187,0.0382,0.0373,0.0186,0.0009,18.6,0.9,4.839,
Ostrea lurida,Yellow,11,24˚C,No Tide,15˚C,8,5,D8,0.0253,0.0396,0.0381,0.0128,0.0015,12.8,1.5,11.719,
Ostrea lurida,Yellow,11,24˚C,No Tide,15˚C,1,5,D1,0.017,0.0445,0.0419,0.0249,0.0026,24.9,2.6,10.442,
Ostrea lurida,Yellow,11,24˚C,No Tide,15˚C,3,5,D3,0.0178,0.034,0.0325,0.0147,0.0015,14.7,1.5,10.204,
Ostrea lurida,Yellow,11,24˚C,No Tide,15˚C,2,5,D2,0.0133,0.0233,0.0224,0.0091,0.0009,9.1,0.9,9.890,
Ostrea lurida,Yellow,11,24˚C,No Tide,15˚C,9,5,D9,0.0218,0.0374,0.0362,0.0144,0.0012,14.4,1.2,8.333,
Ostrea lurida,Yellow,11,24˚C,No Tide,15˚C,6,5,D6,0.0135,0.0237,0.023,0.0095,0.0007,9.5,0.7,7.368,
Ostrea lurida,Yellow,11,24˚C,No Tide,15˚C,10,5,D10,0.0145,0.0248,0.0242,0.0097,0.0006,9.7,0.6,6.186,
