Species,Bag_Color,Tank,MHW,SH_Tide,SH_Temp,Rep,Well_Plate,Slot,Weigh_Boat_g,B_S_T_g,B_S_g,Shell_g,Tissue_g,Shell.mg,Tissue.mg,CI
Ostrea lurida,Yellow,5,15,Tide,15,8,2,F12,0.0221,0.0372,0.0361,0.014,0.0011,14,1.1,7.857
Ostrea lurida,Yellow,18,21,Tide,15,3,6,A11,0.0197,0.0362,0.035,0.0153,0.0012,15.3,1.2,7.843
Ostrea lurida,Yellow,2,15,No Tide,15,8,1,F8,0.0193,0.0427,0.041,0.0217,0.0017,21.7,1.7,7.834
Ostrea lurida,Yellow,12,24,No Tide,15,3,5,G7,0.016,0.0298,0.0288,0.0128,0.001,12.8,1,7.812
Ostrea lurida,Yellow,11,24,Tide,21,1,5,C3,0.0129,0.0254,0.0245,0.0116,9e-4,11.6,0.9,7.759
Ostrea lurida,Yellow,3,15,Tide,21,9,2,A3,0.0279,0.0404,0.0395,0.0116,9e-4,11.6,0.9,7.759
Ostrea lurida,Yellow,17,21,Tide,15,1,5,F5,0.0269,0.0422,0.0411,0.0142,0.0011,14.2,1.1,7.746
Ostrea lurida,Yellow,18,21,No Tide,15,5,6,C9,0.0147,0.0203,0.0199,0.0052,4e-4,5.2,0.4,7.692
Ostrea lurida,Yellow,15,24,Tide,21,5,5,H11,0.0198,0.0268,0.0263,0.0065,5e-4,6.5,0.5,7.692
Ostrea lurida,Yellow,8,18,Tide,15,4,3,H8,0.0127,0.0267,0.0257,0.013,0.001,13,1,7.692
Ostrea lurida,Yellow,19,21,No Tide,15,8,6,G4,0.0193,0.0263,0.0258,0.0065,5e-4,6.5,0.5,7.692
Ostrea lurida,Yellow,13,24,No Tide,21,8,5,D2,0.017,0.0324,0.0313,0.0143,0.0011,14.3,1.1,7.692
Ostrea lurida,Yellow,18,21,Tide,21,6,6,B12,0.0224,0.0477,0.0459,0.0235,0.0018,23.5,1.8,7.66
Ostrea lurida,Yellow,13,24,No Tide,15,5,5,C1,0.0176,0.0387,0.0372,0.0196,0.0015,19.6,1.5,7.653
Ostrea lurida,Yellow,2,15,Tide,15,7,1,D11,0.0203,0.0316,0.0308,0.0105,8e-4,10.5,0.8,7.619
Ostrea lurida,Yellow,20,21,Tide,15,1,6,H5,0.0189,0.0302,0.0294,0.0105,8e-4,10.5,0.8,7.619
Ostrea lurida,Yellow,12,24,No Tide,15,5,5,G9,0.0176,0.0374,0.036,0.0184,0.0014,18.4,1.4,7.609
Ostrea lurida,Yellow,5,15,Tide,15,10,2,G2,0.02,0.0285,0.0279,0.0079,6e-4,7.9,0.6,7.595
Ostrea lurida,Yellow,16,21,No Tide,21,7,5,F1,0.0159,0.0301,0.0291,0.0132,0.001,13.2,1,7.576
Ostrea lurida,Yellow,14,24,Tide,21,4,5,E6,0.0194,0.0336,0.0326,0.0132,0.001,13.2,1,7.576
Ostrea lurida,Yellow,16,21,No Tide,15,1,5,D9,0.0197,0.0382,0.0369,0.0172,0.0013,17.2,1.3,7.558
Ostrea lurida,Yellow,10,18,No Tide,21,7,5,B1,0.0192,0.0306,0.0298,0.0106,8e-4,10.6,0.8,7.547
Ostrea lurida,Yellow,2,15,No Tide,21,9,1,G7,0.0178,0.0235,0.0231,0.0053,4e-4,5.3,0.4,7.547
Ostrea lurida,Yellow,18,21,Tide,15,2,6,A10,0.0192,0.0306,0.0298,0.0106,8e-4,10.6,0.8,7.547
Ostrea lurida,Yellow,12,24,Tide,21,5,5,F11,0.019,0.029,0.0283,0.0093,7e-4,9.3,0.7,7.527
Ostrea lurida,Yellow,15,24,Tide,15,6,5,H2,0.0182,0.0325,0.0315,0.0133,0.001,13.3,1,7.519
Ostrea lurida,Yellow,7,18,No Tide,21,5,3,G11,0.0197,0.0283,0.0277,0.008,6e-4,8,0.6,7.5
Ostrea lurida,Yellow,6,18,No Tide,15,6,3,C10,0.0137,0.0223,0.0217,0.008,6e-4,8,0.6,7.5
Ostrea lurida,Yellow,8,18,Tide,15,1,3,H5,0.0175,0.0333,0.0322,0.0147,0.0011,14.7,1.1,7.483
Ostrea lurida,Yellow,4,15,Tide,15,2,2,C2,0.0252,0.041,0.0399,0.0147,0.0011,14.7,1.1,7.483
Ostrea lurida,Yellow,16,21,No Tide,15,7,5,E3,0.0174,0.0361,0.0348,0.0174,0.0013,17.4,1.3,7.471
Ostrea lurida,Yellow,15,24,No Tide,15,2,5,A6,0.0191,0.0263,0.0258,0.0067,5e-4,6.7,0.5,7.463
Ostrea lurida,Yellow,15,24,No Tide,21,3,5,B5,0.0182,0.0254,0.0249,0.0067,5e-4,6.7,0.5,7.463
Ostrea lurida,Yellow,2,15,No Tide,15,1,1,F1,0.0178,0.0279,0.0272,0.0094,7e-4,9.4,0.7,7.447
Ostrea lurida,Yellow,2,15,Tide,15,10,1,E2,0.0173,0.0375,0.0361,0.0188,0.0014,18.8,1.4,7.447
Ostrea lurida,Yellow,16,21,No Tide,15,8,5,E4,0.0219,0.032,0.0313,0.0094,7e-4,9.4,0.7,7.447
Ostrea lurida,Yellow,19,21,No Tide,21,2,6,G8,0.0185,0.0315,0.0306,0.0121,9e-4,12.1,0.9,7.438
Ostrea lurida,Yellow,14,24,No Tide,15,3,5,F3,0.0233,0.0392,0.0381,0.0148,0.0011,14.8,1.1,7.432
Ostrea lurida,Yellow,18,21,No Tide,21,6,6,D8,0.0173,0.0361,0.0348,0.0175,0.0013,17.5,1.3,7.429
Ostrea lurida,Yellow,14,24,Tide,15,9,5,E1,0.0193,0.0367,0.0355,0.0162,0.0012,16.2,1.2,7.407
Ostrea lurida,Yellow,20,21,Tide,21,1,7,A3,0.0212,0.0299,0.0293,0.0081,6e-4,8.1,0.6,7.407
Ostrea lurida,Yellow,19,21,No Tide,15,10,6,G6,0.0149,0.0309,0.0298,0.0149,0.0011,14.9,1.1,7.383
Ostrea lurida,Yellow,17,21,No Tide,15,8,5,H8,0.0183,0.0387,0.0373,0.019,0.0014,19,1.4,7.368
Ostrea lurida,Yellow,11,24,No Tide,15,6,5,D6,0.0135,0.0237,0.023,0.0095,7e-4,9.5,0.7,7.368
Ostrea lurida,Yellow,6,18,Tide,15,8,3,B4,0.0258,0.036,0.0353,0.0095,7e-4,9.5,0.7,7.368
Ostrea lurida,Yellow,5,15,Tide,21,10,2,G12,0.0204,0.0277,0.0272,0.0068,5e-4,6.8,0.5,7.353
Ostrea lurida,Yellow,14,24,No Tide,21,6,5,G4,0.0184,0.0257,0.0252,0.0068,5e-4,6.8,0.5,7.353
Ostrea lurida,Yellow,14,24,No Tide,21,4,5,G2,0.0195,0.0356,0.0345,0.015,0.0011,15,1.1,7.333
Ostrea lurida,Yellow,18,21,Tide,21,2,6,B8,0.019,0.0351,0.034,0.015,0.0011,15,1.1,7.333
Ostrea lurida,Yellow,20,21,No Tide,15,6,7,B6,0.0215,0.0376,0.0365,0.015,0.0011,15,1.1,7.333
Ostrea lurida,Yellow,2,15,No Tide,15,3,1,F3,0.0171,0.0303,0.0294,0.0123,9e-4,12.3,0.9,7.317
Ostrea lurida,Yellow,12,24,Tide,15,7,5,F3,0.0167,0.0299,0.029,0.0123,9e-4,12.3,0.9,7.317
Ostrea lurida,Yellow,20,21,No Tide,15,7,7,B7,0.0182,0.0358,0.0346,0.0164,0.0012,16.4,1.2,7.317
Ostrea lurida,Yellow,4,15,No Tide,15,3,2,D11,0.0181,0.0357,0.0345,0.0164,0.0012,16.4,1.2,7.317
Ostrea lurida,Yellow,6,18,No Tide,15,8,3,C12,0.0204,0.0351,0.0341,0.0137,0.001,13.7,1,7.299
Ostrea lurida,Yellow,14,24,No Tide,15,9,5,F9,0.0151,0.0254,0.0247,0.0096,7e-4,9.6,0.7,7.292
Ostrea lurida,Yellow,18,21,No Tide,15,1,6,C5,0.0286,0.0389,0.0382,0.0096,7e-4,9.6,0.7,7.292
Ostrea lurida,Yellow,13,24,No Tide,21,3,5,C9,0.02,0.0318,0.031,0.011,8e-4,11,0.8,7.273
Ostrea lurida,Yellow,18,21,Tide,21,4,6,B10,0.0171,0.0289,0.0281,0.011,8e-4,11,0.8,7.273
Ostrea lurida,Yellow,17,21,No Tide,21,9,6,A7,0.016,0.0352,0.0339,0.0179,0.0013,17.9,1.3,7.263
Ostrea lurida,Yellow,17,21,No Tide,21,6,6,A4,0.0205,0.0338,0.0329,0.0124,9e-4,12.4,0.9,7.258
Ostrea lurida,Yellow,5,15,Tide,21,7,2,G9,0.0215,0.0289,0.0284,0.0069,5e-4,6.9,0.5,7.246
Ostrea lurida,Yellow,5,15,No Tide,15,8,2,H8,0.0241,0.0315,0.031,0.0069,5e-4,6.9,0.5,7.246
Ostrea lurida,Yellow,18,21,Tide,15,6,6,B2,0.0187,0.035,0.0339,0.0152,0.0011,15.2,1.1,7.237
Ostrea lurida,Yellow,4,15,Tide,21,7,2,D5,0.0204,0.0293,0.0287,0.0083,6e-4,8.3,0.6,7.229
Ostrea lurida,Yellow,6,18,Tide,21,7,3,C1,0.0298,0.0402,0.0395,0.0097,7e-4,9.7,0.7,7.216
Ostrea lurida,Yellow,16,21,Tide,15,9,5,C9,0.0163,0.0371,0.0357,0.0194,0.0014,19.4,1.4,7.216
Ostrea lurida,Yellow,19,21,Tide,15,5,6,E5,0.0187,0.0291,0.0284,0.0097,7e-4,9.7,0.7,7.216
Ostrea lurida,Yellow,3,15,Tide,21,10,2,A4,0.0248,0.0352,0.0345,0.0097,7e-4,9.7,0.7,7.216
Ostrea lurida,Yellow,16,21,No Tide,21,5,5,E11,0.0198,0.054,0.0517,0.0319,0.0023,31.9,2.3,7.21
Ostrea lurida,Yellow,15,24,No Tide,15,3,5,A7,0.0197,0.0316,0.0308,0.0111,8e-4,11.1,0.8,7.207
Ostrea lurida,Yellow,17,21,No Tide,15,3,5,H3,0.016,0.0309,0.0299,0.0139,0.001,13.9,1,7.194
Ostrea lurida,Yellow,20,21,Tide,15,6,6,H10,0.0197,0.0346,0.0336,0.0139,0.001,13.9,1,7.194
Ostrea lurida,Yellow,8,18,Tide,21,10,4,A12,0.014,0.02,0.0196,0.0056,4e-4,5.6,0.4,7.143
Ostrea lurida,Yellow,19,21,Tide,21,6,6,F4,0.0289,0.0514,0.0499,0.021,0.0015,21,1.5,7.143
Ostrea lurida,Yellow,20,21,No Tide,21,2,7,B12,0.0175,0.028,0.0273,0.0098,7e-4,9.8,0.7,7.143
Ostrea lurida,Yellow,14,24,Tide,15,2,5,D6,0.019,0.0325,0.0316,0.0126,9e-4,12.6,0.9,7.143
Ostrea lurida,Yellow,20,21,No Tide,15,9,7,B9,0.0178,0.0253,0.0248,0.007,5e-4,7,0.5,7.143
Ostrea lurida,Yellow,8,18,No Tide,21,9,4,C7,0.0129,0.0159,0.0157,0.0028,2e-4,2.8,0.2,7.143
Ostrea lurida,Yellow,18,21,No Tide,15,8,6,C12,0.0194,0.0511,0.049,0.0296,0.0021,29.6,2.1,7.095
Ostrea lurida,Yellow,13,24,No Tide,15,4,5,B12,0.0155,0.0306,0.0296,0.0141,0.001,14.1,1,7.092
Ostrea lurida,Yellow,17,21,Tide,21,6,5,G8,0.0156,0.0292,0.0283,0.0127,9e-4,12.7,0.9,7.087
Ostrea lurida,Yellow,15,24,No Tide,21,9,5,B11,0.0179,0.0376,0.0363,0.0184,0.0013,18.4,1.3,7.065
Ostrea lurida,Yellow,16,21,Tide,21,1,5,C11,0.017,0.0367,0.0354,0.0184,0.0013,18.4,1.3,7.065
Ostrea lurida,Yellow,6,18,Tide,21,10,3,C4,0.0205,0.0357,0.0347,0.0142,0.001,14.2,1,7.042
Ostrea lurida,Yellow,14,24,No Tide,15,1,5,F1,0.0193,0.0345,0.0335,0.0142,0.001,14.2,1,7.042
Ostrea lurida,Yellow,18,21,Tide,15,7,6,B3,0.0181,0.0318,0.0309,0.0128,9e-4,12.8,0.9,7.031
Ostrea lurida,Yellow,13,24,Tide,21,3,5,B1,0.0227,0.0364,0.0355,0.0128,9e-4,12.8,0.9,7.031
Ostrea lurida,Yellow,17,21,Tide,15,2,5,F6,0.0183,0.032,0.0311,0.0128,9e-4,12.8,0.9,7.031
Ostrea lurida,Yellow,16,21,Tide,15,1,5,C1,0.0167,0.0426,0.0409,0.0242,0.0017,24.2,1.7,7.025
Ostrea lurida,Yellow,17,21,Tide,21,7,5,G9,0.0208,0.0467,0.045,0.0242,0.0017,24.2,1.7,7.025
Ostrea lurida,Yellow,18,21,Tide,15,1,6,A9,0.0262,0.0384,0.0376,0.0114,8e-4,11.4,0.8,7.018
Ostrea lurida,Yellow,8,18,No Tide,15,4,4,B4,0.0213,0.0335,0.0327,0.0114,8e-4,11.4,0.8,7.018
Ostrea lurida,Yellow,10,18,Tide,15,9,4,G9,0.0183,0.0305,0.0297,0.0114,8e-4,11.4,0.8,7.018
Ostrea lurida,Yellow,11,24,No Tide,21,2,5,D12,0.0126,0.0431,0.0411,0.0285,0.002,28.5,2,7.018
Ostrea lurida,Yellow,10,18,Tide,15,6,4,G6,0.019,0.0297,0.029,0.01,7e-4,10,0.7,7
Ostrea lurida,Yellow,7,18,No Tide,15,9,3,G5,0.0201,0.0293,0.0287,0.0086,6e-4,8.6,0.6,6.977
Ostrea lurida,Yellow,19,21,No Tide,15,5,6,G1,0.0201,0.0293,0.0287,0.0086,6e-4,8.6,0.6,6.977
Ostrea lurida,Yellow,2,15,No Tide,15,7,1,F7,0.0171,0.0309,0.03,0.0129,9e-4,12.9,0.9,6.977
Ostrea lurida,Yellow,14,24,No Tide,21,1,5,F11,0.0206,0.0298,0.0292,0.0086,6e-4,8.6,0.6,6.977
Ostrea lurida,Yellow,15,24,Tide,21,1,5,H7,0.0165,0.0257,0.0251,0.0086,6e-4,8.6,0.6,6.977
Ostrea lurida,Yellow,6,18,Tide,15,6,3,B2,0.019,0.0328,0.0319,0.0129,9e-4,12.9,0.9,6.977
Ostrea lurida,Yellow,17,21,No Tide,21,10,6,A8,0.0166,0.0335,0.0324,0.0158,0.0011,15.8,1.1,6.962
Ostrea lurida,Yellow,15,24,No Tide,15,1,5,A5,0.0186,0.0309,0.0301,0.0115,8e-4,11.5,0.8,6.957
Ostrea lurida,Yellow,10,18,Tide,15,4,4,G4,0.0223,0.03,0.0295,0.0072,5e-4,7.2,0.5,6.944
Ostrea lurida,Yellow,2,15,No Tide,15,4,1,F4,0.0184,0.0338,0.0328,0.0144,0.001,14.4,1,6.944
Ostrea lurida,Yellow,10,18,Tide,21,4,4,H2,0.018,0.0288,0.0281,0.0101,7e-4,10.1,0.7,6.931
Ostrea lurida,Yellow,13,24,Tide,15,6,5,A6,0.0209,0.0348,0.0339,0.013,9e-4,13,0.9,6.923
Ostrea lurida,Yellow,15,24,No Tide,21,10,5,B12,0.021,0.0349,0.034,0.013,9e-4,13,0.9,6.923
Ostrea lurida,Yellow,17,21,Tide,15,5,5,F9,0.0207,0.0408,0.0395,0.0188,0.0013,18.8,1.3,6.915
Ostrea lurida,Yellow,8,18,Tide,15,7,3,H11,0.0148,0.0349,0.0336,0.0188,0.0013,18.8,1.3,6.915
Ostrea lurida,Yellow,6,18,Tide,15,1,3,A9,0.0226,0.0381,0.0371,0.0145,0.001,14.5,1,6.897
Ostrea lurida,Yellow,5,15,No Tide,21,6,3,A4,0.0198,0.0291,0.0285,0.0087,6e-4,8.7,0.6,6.897
Ostrea lurida,Yellow,15,24,No Tide,15,4,5,A8,0.0205,0.0298,0.0292,0.0087,6e-4,8.7,0.6,6.897
Ostrea lurida,Yellow,9,18,No Tide,15,8,4,E12,0.0204,0.0297,0.0291,0.0087,6e-4,8.7,0.6,6.897
Ostrea lurida,Yellow,5,15,No Tide,15,2,2,H2,0.0263,0.0449,0.0437,0.0174,0.0012,17.4,1.2,6.897
Ostrea lurida,Yellow,7,18,No Tide,15,1,3,F9,0.0186,0.0341,0.0331,0.0145,0.001,14.5,1,6.897
Ostrea lurida,Yellow,20,21,Tide,15,4,6,H8,0.0196,0.0398,0.0385,0.0189,0.0013,18.9,1.3,6.878
Ostrea lurida,Yellow,7,18,Tide,15,6,3,E6,0.0288,0.0459,0.0448,0.016,0.0011,16,1.1,6.875
Ostrea lurida,Yellow,4,15,No Tide,21,6,2,E12,0.0168,0.0339,0.0328,0.016,0.0011,16,1.1,6.875
Ostrea lurida,Yellow,19,21,No Tide,15,7,6,G3,0.0191,0.0331,0.0322,0.0131,9e-4,13.1,0.9,6.87
Ostrea lurida,Yellow,9,18,Tide,21,7,4,E1,0.0174,0.0314,0.0305,0.0131,9e-4,13.1,0.9,6.87
Ostrea lurida,Yellow,8,18,No Tide,15,1,4,B1,0.016,0.03,0.0291,0.0131,9e-4,13.1,0.9,6.87
Ostrea lurida,Yellow,3,15,No Tide,21,3,2,B5,0.0194,0.0303,0.0296,0.0102,7e-4,10.2,0.7,6.863
Ostrea lurida,Yellow,3,15,No Tide,21,6,2,B8,0.0209,0.0287,0.0282,0.0073,5e-4,7.3,0.5,6.849
Ostrea lurida,Yellow,11,24,Tide,15,7,5,B11,0.0201,0.0357,0.0347,0.0146,0.001,14.6,1,6.849
Ostrea lurida,Yellow,13,24,No Tide,15,2,5,B10,0.0193,0.0271,0.0266,0.0073,5e-4,7.3,0.5,6.849
Ostrea lurida,Yellow,7,18,No Tide,15,3,3,F11,0.019,0.0268,0.0263,0.0073,5e-4,7.3,0.5,6.849
Ostrea lurida,Yellow,16,21,Tide,21,9,5,D7,0.0151,0.0323,0.0312,0.0161,0.0011,16.1,1.1,6.832
Ostrea lurida,Yellow,15,24,Tide,21,8,5,A2,0.019,0.0331,0.0322,0.0132,9e-4,13.2,0.9,6.818
Ostrea lurida,Yellow,15,24,No Tide,21,1,5,B3,0.0167,0.0261,0.0255,0.0088,6e-4,8.8,0.6,6.818
Ostrea lurida,Yellow,6,18,No Tide,15,3,3,C7,0.0155,0.0249,0.0243,0.0088,6e-4,8.8,0.6,6.818
Ostrea lurida,Yellow,6,18,No Tide,15,4,3,C8,0.0156,0.0297,0.0288,0.0132,9e-4,13.2,0.9,6.818
Ostrea lurida,Yellow,9,18,No Tide,21,9,4,F11,0.016,0.027,0.0263,0.0103,7e-4,10.3,0.7,6.796
Ostrea lurida,Yellow,16,21,Tide,15,4,5,C4,0.0193,0.0319,0.0311,0.0118,8e-4,11.8,0.8,6.78
Ostrea lurida,Yellow,15,24,No Tide,15,7,5,A11,0.019,0.0316,0.0308,0.0118,8e-4,11.8,0.8,6.78
Ostrea lurida,Yellow,17,21,Tide,21,4,5,G6,0.0187,0.0376,0.0364,0.0177,0.0012,17.7,1.2,6.78
Ostrea lurida,Yellow,16,21,Tide,21,4,5,D2,0.0209,0.0461,0.0445,0.0236,0.0016,23.6,1.6,6.78
Ostrea lurida,Yellow,3,15,No Tide,15,2,2,A6,0.0166,0.0245,0.024,0.0074,5e-4,7.4,0.5,6.757
Ostrea lurida,Yellow,2,15,No Tide,21,1,1,F11,0.0177,0.0367,0.0355,0.0178,0.0012,17.8,1.2,6.742
Ostrea lurida,Yellow,4,15,No Tide,15,8,2,E4,0.0257,0.0352,0.0346,0.0089,6e-4,8.9,0.6,6.742
Ostrea lurida,Yellow,10,18,Tide,21,6,4,H4,0.0165,0.0371,0.0358,0.0193,0.0013,19.3,1.3,6.736
Ostrea lurida,Yellow,15,24,Tide,15,3,5,G11,0.0204,0.041,0.0397,0.0193,0.0013,19.3,1.3,6.736
Ostrea lurida,Yellow,18,21,No Tide,15,2,6,C6,0.019,0.0301,0.0294,0.0104,7e-4,10.4,0.7,6.731
Ostrea lurida,Yellow,19,21,No Tide,15,3,6,F11,0.0174,0.0301,0.0293,0.0119,8e-4,11.9,0.8,6.723
Ostrea lurida,Yellow,15,24,Tide,21,2,5,H8,0.0176,0.0335,0.0325,0.0149,0.001,14.9,1,6.711
Ostrea lurida,Yellow,19,21,Tide,15,10,6,E10,0.0202,0.0425,0.0411,0.0209,0.0014,20.9,1.4,6.699
Ostrea lurida,Yellow,8,18,Tide,21,4,4,A6,0.0273,0.0401,0.0393,0.012,8e-4,12,0.8,6.667
Ostrea lurida,Yellow,12,24,Tide,15,4,5,E12,0.0156,0.0316,0.0306,0.015,0.001,15,1,6.667
Ostrea lurida,Yellow,6,18,No Tide,21,4,3,D6,0.0145,0.0337,0.0325,0.018,0.0012,18,1.2,6.667
Ostrea lurida,Yellow,2,15,No Tide,15,2,1,F2,0.0227,0.0371,0.0362,0.0135,9e-4,13.5,0.9,6.667
Ostrea lurida,Yellow,16,21,No Tide,15,2,5,D10,0.0186,0.033,0.0321,0.0135,9e-4,13.5,0.9,6.667
Ostrea lurida,Yellow,19,21,Tide,21,7,6,F5,0.0303,0.0656,0.0634,0.0331,0.0022,33.1,2.2,6.647
Ostrea lurida,Yellow,10,18,No Tide,15,5,5,A1,0.0178,0.0291,0.0284,0.0106,7e-4,10.6,0.7,6.604
Ostrea lurida,Yellow,3,15,No Tide,15,6,2,A10,0.0248,0.0458,0.0445,0.0197,0.0013,19.7,1.3,6.599
Ostrea lurida,Yellow,10,18,Tide,21,8,4,H6,0.0194,0.0291,0.0285,0.0091,6e-4,9.1,0.6,6.593
Ostrea lurida,Yellow,16,21,Tide,15,3,5,C3,0.0157,0.0254,0.0248,0.0091,6e-4,9.1,0.6,6.593
Ostrea lurida,Yellow,8,18,Tide,21,6,4,A8,0.0197,0.0359,0.0349,0.0152,0.001,15.2,1,6.579
Ostrea lurida,Yellow,11,24,No Tide,21,4,5,E2,0.0141,0.0222,0.0217,0.0076,5e-4,7.6,0.5,6.579
Ostrea lurida,Yellow,18,21,Tide,15,5,6,B1,0.0176,0.0371,0.0359,0.0183,0.0012,18.3,1.2,6.557
Ostrea lurida,Yellow,13,24,No Tide,15,3,5,B11,0.0167,0.0362,0.035,0.0183,0.0012,18.3,1.2,6.557
Ostrea lurida,Yellow,5,15,Tide,15,3,2,F7,0.0231,0.041,0.0399,0.0168,0.0011,16.8,1.1,6.548
Ostrea lurida,Yellow,2,15,Tide,21,4,1,E6,0.0205,0.0319,0.0312,0.0107,7e-4,10.7,0.7,6.542
Ostrea lurida,Yellow,19,21,No Tide,21,4,6,G10,0.0192,0.0306,0.0299,0.0107,7e-4,10.7,0.7,6.542
Ostrea lurida,Yellow,15,24,Tide,21,7,5,A1,0.0173,0.0401,0.0387,0.0214,0.0014,21.4,1.4,6.542
Ostrea lurida,Yellow,10,18,Tide,15,8,4,G8,0.0241,0.0404,0.0394,0.0153,0.001,15.3,1,6.536
Ostrea lurida,Yellow,18,21,Tide,15,10,6,B6,0.019,0.0386,0.0374,0.0184,0.0012,18.4,1.2,6.522
Ostrea lurida,Yellow,4,15,No Tide,21,5,2,E11,0.0201,0.0299,0.0293,0.0092,6e-4,9.2,0.6,6.522
Ostrea lurida,Yellow,8,18,No Tide,15,3,4,B3,0.016,0.0373,0.036,0.02,0.0013,20,1.3,6.5
Ostrea lurida,Yellow,16,21,No Tide,15,4,5,D12,0.0212,0.0376,0.0366,0.0154,0.001,15.4,1,6.494
Ostrea lurida,Yellow,8,18,Tide,15,8,3,H12,0.0148,0.023,0.0225,0.0077,5e-4,7.7,0.5,6.494
Ostrea lurida,Yellow,14,24,Tide,21,10,5,E12,0.0195,0.0392,0.038,0.0185,0.0012,18.5,1.2,6.486
Ostrea lurida,Yellow,11,24,Tide,15,9,5,C1,0.0106,0.0303,0.0291,0.0185,0.0012,18.5,1.2,6.486
Ostrea lurida,Yellow,13,24,No Tide,21,9,5,D3,0.0181,0.0296,0.0289,0.0108,7e-4,10.8,0.7,6.481
Ostrea lurida,Yellow,15,24,Tide,21,6,5,H12,0.0164,0.0279,0.0272,0.0108,7e-4,10.8,0.7,6.481
Ostrea lurida,Yellow,7,18,No Tide,21,9,3,H3,0.015,0.0298,0.0289,0.0139,9e-4,13.9,0.9,6.475
Ostrea lurida,Yellow,11,24,Tide,15,5,5,B9,0.0226,0.0374,0.0365,0.0139,9e-4,13.9,0.9,6.475
Ostrea lurida,Yellow,7,18,No Tide,15,7,3,G3,0.0162,0.031,0.0301,0.0139,9e-4,13.9,0.9,6.475
Ostrea lurida,Yellow,19,21,No Tide,15,6,6,G2,0.0195,0.0508,0.0489,0.0294,0.0019,29.4,1.9,6.463
Ostrea lurida,Yellow,19,21,Tide,21,3,6,F1,0.0268,0.0367,0.0361,0.0093,6e-4,9.3,0.6,6.452
Ostrea lurida,Yellow,2,15,No Tide,21,8,1,G6,0.0155,0.0221,0.0217,0.0062,4e-4,6.2,0.4,6.452
Ostrea lurida,Yellow,13,24,No Tide,15,7,5,C3,0.0198,0.0396,0.0384,0.0186,0.0012,18.6,1.2,6.452
Ostrea lurida,Yellow,14,24,No Tide,15,8,5,F8,0.0193,0.0342,0.0333,0.014,9e-4,14,0.9,6.429
Ostrea lurida,Yellow,17,21,Tide,21,3,5,G5,0.0167,0.0283,0.0276,0.0109,7e-4,10.9,0.7,6.422
Ostrea lurida,Yellow,15,24,No Tide,21,8,5,B10,0.0241,0.049,0.0475,0.0234,0.0015,23.4,1.5,6.41
Ostrea lurida,Yellow,2,15,No Tide,15,5,1,F5,0.0162,0.0328,0.0318,0.0156,0.001,15.6,1,6.41
Ostrea lurida,Yellow,19,21,Tide,21,4,6,F2,0.0302,0.0485,0.0474,0.0172,0.0011,17.2,1.1,6.395
Ostrea lurida,Yellow,2,15,Tide,15,3,1,D7,0.0155,0.0255,0.0249,0.0094,6e-4,9.4,0.6,6.383
Ostrea lurida,Yellow,15,24,No Tide,15,5,5,A9,0.0178,0.0278,0.0272,0.0094,6e-4,9.4,0.6,6.383
Ostrea lurida,Yellow,15,24,Tide,15,10,5,H6,0.0172,0.0322,0.0313,0.0141,9e-4,14.1,0.9,6.383
Ostrea lurida,Yellow,8,18,No Tide,15,8,4,B8,0.0187,0.0404,0.0391,0.0204,0.0013,20.4,1.3,6.373
Ostrea lurida,Yellow,5,15,Tide,15,1,2,F5,0.0142,0.0376,0.0362,0.022,0.0014,22,1.4,6.364
Ostrea lurida,Yellow,5,15,No Tide,21,9,3,A7,0.0196,0.0313,0.0306,0.011,7e-4,11,0.7,6.364
Ostrea lurida,Yellow,13,24,Tide,21,5,5,B3,0.0189,0.0373,0.0362,0.0173,0.0011,17.3,1.1,6.358
Ostrea lurida,Yellow,2,15,Tide,15,1,1,D5,0.0172,0.0239,0.0235,0.0063,4e-4,6.3,0.4,6.349
Ostrea lurida,Yellow,6,18,No Tide,21,7,3,D9,0.0177,0.0261,0.0256,0.0079,5e-4,7.9,0.5,6.329
Ostrea lurida,Yellow,6,18,Tide,21,6,3,B12,0.0197,0.0298,0.0292,0.0095,6e-4,9.5,0.6,6.316
Ostrea lurida,Yellow,14,24,Tide,15,4,5,D8,0.0163,0.0264,0.0258,0.0095,6e-4,9.5,0.6,6.316
Ostrea lurida,Yellow,12,24,Tide,21,7,5,G1,0.0146,0.0247,0.0241,0.0095,6e-4,9.5,0.6,6.316
Ostrea lurida,Yellow,6,18,No Tide,15,1,3,C5,0.019,0.0426,0.0412,0.0222,0.0014,22.2,1.4,6.306
Ostrea lurida,Yellow,2,15,Tide,21,1,1,E3,0.0183,0.0318,0.031,0.0127,8e-4,12.7,0.8,6.299
Ostrea lurida,Yellow,10,18,No Tide,21,1,5,A7,0.0189,0.0324,0.0316,0.0127,8e-4,12.7,0.8,6.299
Ostrea lurida,Yellow,11,24,No Tide,21,1,5,D11,0.0096,0.0248,0.0239,0.0143,9e-4,14.3,0.9,6.294
Ostrea lurida,Yellow,14,24,No Tide,15,5,5,F5,0.0272,0.0441,0.0431,0.0159,0.001,15.9,1,6.289
Ostrea lurida,Yellow,18,21,No Tide,21,8,6,D10,0.0182,0.0318,0.031,0.0128,8e-4,12.8,0.8,6.25
